Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2781227;bis:;2786986
Ausgelesen am:;30.06.2025 10:37:21;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782401;27.06.25 05:58:05;-22,197;15,745;14,462;4,369;20,197;800,180;3,588;78,425;20,145;77,105;20,560;0,452;161,184;26,078;28,138;6377;637,7;;0,0;60;12,33;20,91;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782402;27.06.25 05:59:05;-22,481;16,821;14,458;4,449;20,225;800,180;3,576;78,310;20,165;76,965;20,560;0,066;104,957;26,075;28,141;6377;637,7;;0,0;60;12,34;20,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782403;27.06.25 06:00:05;-22,775;17,724;14,479;4,588;20,233;800,180;3,579;78,270;20,200;77,175;20,575;0,015;139,646;26,075;28,138;6377;637,7;;0,0;60;12,34;21,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782404;27.06.25 06:01:05;-22,870;18,391;14,437;4,677;20,252;800,180;3,591;78,185;20,215;77,090;20,610;-0,015;104,558;26,066;28,129;6377;637,7;;0,0;60;12,35;20,95;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782405;27.06.25 06:02:05;-22,760;19,069;14,411;4,712;20,270;800,180;3,588;78,015;20,230;76,910;20,620;0,233;176,400;26,075;28,135;6377;637,7;;0,0;60;12,34;21,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782406;27.06.25 06:03:05;-22,562;19,869;14,458;4,831;20,290;800,180;3,594;77,935;20,255;76,945;20,640;0,163;161,938;26,063;28,132;6377;637,7;;0,0;60;12,34;20,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782407;27.06.25 06:04:05;-22,572;20,657;14,432;5,047;20,323;800,180;3,585;77,860;20,305;76,855;20,700;0,288;141,480;26,063;28,132;6377;637,7;;0,0;60;12,34;21,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782408;27.06.25 06:05:05;-22,626;21,428;14,283;5,140;20,347;800,180;3,582;77,685;20,290;76,440;20,740;0,204;232,689;26,045;28,129;6377;637,7;;0,0;60;12,35;20,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782409;27.06.25 06:06:05;-22,458;21,880;14,184;5,125;20,372;800,180;3,582;77,545;20,330;76,415;20,750;0,500;209,565;26,030;28,126;6377;637,7;;0,0;60;12,33;21,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782410;27.06.25 06:07:05;-22,041;22,050;14,155;5,101;20,390;800,180;3,582;77,420;20,355;76,255;20,755;0,425;210,786;25,999;28,123;6377;637,7;;0,0;60;12,33;21,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782411;27.06.25 06:08:05;-21,877;22,035;14,121;5,072;20,405;800,180;3,582;77,310;20,380;76,135;20,790;0,209;210,628;26,011;28,123;6377;637,7;;0,0;60;12,34;21,15;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782412;27.06.25 06:09:05;-21,725;21,588;14,096;4,990;20,430;800,180;3,579;77,310;20,410;76,145;20,815;0,237;175,860;26,005;28,105;6377;637,7;;0,0;60;12,34;21,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782413;27.06.25 06:10:05;-21,414;20,640;14,013;4,903;20,452;800,180;3,588;77,260;20,445;76,145;20,835;0,275;184,449;25,990;28,114;6377;637,7;;0,0;60;12,35;20,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782414;27.06.25 06:11:05;-21,215;19,296;13,888;4,653;20,472;800,180;3,585;77,240;20,465;76,085;20,865;0,014;234,017;25,990;28,108;6377;637,7;;0,0;60;12,33;21,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782415;27.06.25 06:12:05;-21,156;18,221;13,895;4,496;20,487;800,180;3,597;77,270;20,500;76,340;20,885;-0,001;160,256;25,984;28,087;6377;637,7;;0,0;60;12,35;21,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782416;27.06.25 06:13:05;-21,119;17,217;13,886;4,385;20,513;800,180;3,585;77,090;20,525;76,125;20,915;0,110;159,176;25,981;28,090;6377;637,7;;0,0;60;12,33;21,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782417;27.06.25 06:14:05;-21,121;16,206;13,733;4,275;20,515;800,180;3,591;76,940;20,555;75,810;20,945;0,129;131,119;25,981;28,068;6377;637,7;;0,0;60;12,34;21,23;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782418;27.06.25 06:15:05;-21,251;15,231;13,577;4,093;20,555;800,180;3,591;76,780;20,570;75,690;20,970;0,280;150,221;25,981;28,056;6377;637,7;;0,0;60;12,33;21,59;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782419;27.06.25 06:16:05;-21,216;14,308;13,466;3,840;20,560;800,180;3,585;76,610;20,580;75,545;20,975;0,330;151,746;25,975;28,047;6377;637,7;;0,0;60;12,35;21,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782420;27.06.25 06:17:05;-21,162;13,357;13,346;3,596;20,567;800,180;3,591;76,575;20,590;75,600;20,980;0,407;138,268;25,981;28,041;6377;637,7;;0,0;60;12,33;21,27;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782421;27.06.25 06:18:05;-21,165;12,285;13,242;3,358;20,577;800,180;3,594;76,625;20,600;75,875;20,950;0,448;156,302;25,981;28,035;6377;637,7;;0,0;60;12,33;21,23;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782422;27.06.25 06:19:05;-21,053;11,053;13,218;3,087;20,580;800,180;3,591;76,720;20,605;76,070;20,935;0,409;136,862;25,978;28,035;6377;637,7;;0,0;60;12,33;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782423;27.06.25 06:20:05;-20,991;9,963;13,131;2,818;20,575;800,180;3,588;76,860;20,575;76,275;20,905;0,449;131,524;25,981;28,035;6377;637,7;;0,0;60;12,34;21,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782424;27.06.25 06:21:05;-20,722;9,145;13,091;2,675;20,573;800,180;3,585;77,065;20,600;76,550;20,880;0,275;121,168;25,969;28,032;6377;637,7;;0,0;60;12,33;21,15;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782425;27.06.25 06:22:05;-20,387;8,612;13,107;2,545;20,577;800,180;3,585;77,210;20,555;76,740;20,845;0,470;124,059;25,968;28,032;6377;637,7;;0,0;60;12,33;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782426;27.06.25 06:23:05;-20,666;8,357;13,068;2,442;20,572;800,180;3,582;77,350;20,555;77,050;20,805;0,300;112,241;25,962;28,032;6377;637,7;;0,0;60;12,34;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782427;27.06.25 06:24:05;-20,674;8,121;13,073;2,482;20,565;800,180;3,591;77,620;20,520;77,205;20,785;0,411;125,117;25,975;28,022;6377;637,7;;0,0;60;12,33;21,31;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782428;27.06.25 06:25:05;-19,952;7,620;13,079;2,376;20,565;800,180;3,594;77,680;20,460;77,310;20,750;0,400;148,163;25,962;28,029;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782429;27.06.25 06:26:05;-19,138;6,742;13,091;2,255;20,550;800,180;3,594;77,725;20,465;77,345;20,725;0,323;104,147;25,953;28,032;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782430;27.06.25 06:27:05;-18,902;6,081;13,120;2,178;20,545;800,180;3,585;77,800;20,440;77,365;20,685;0,346;133,071;25,947;28,019;6377;637,7;;0,0;60;12,33;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782431;27.06.25 06:28:05;-19,543;6,102;13,023;2,204;20,547;800,180;3,585;77,870;20,435;77,475;20,660;0,497;127,896;25,944;28,022;6377;637,7;;0,0;60;12,34;21,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782432;27.06.25 06:29:05;-19,953;6,274;12,960;2,135;20,540;800,180;3,588;77,940;20,395;77,645;20,650;0,253;141,092;25,926;28,026;6377;637,7;;0,0;60;12,32;21,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782433;27.06.25 06:30:05;-19,930;6,458;13,029;2,249;20,533;800,180;3,582;78,085;20,415;77,800;20,625;0,066;103,168;25,910;27,995;6377;637,7;;0,0;60;12,33;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782434;27.06.25 06:31:05;-19,761;6,825;13,097;2,361;20,552;800,180;3,591;78,120;20,375;78,030;20,605;0,084;182,481;25,920;27,986;6377;637,7;;0,0;60;12,31;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782435;27.06.25 06:32:05;-19,537;7,293;13,061;2,485;20,542;800,180;3,588;78,165;20,365;77,865;20,640;0,168;187,464;25,907;27,962;6377;637,7;;0,0;60;12,32;21,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782436;27.06.25 06:33:05;-19,324;8,130;13,143;2,683;20,550;800,180;3,585;78,310;20,385;78,035;20,645;0,075;130,191;25,895;27,952;6377;637,7;;0,0;60;12,33;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782437;27.06.25 06:34:05;-19,281;9,418;13,157;2,853;20,547;800,180;3,591;78,355;20,390;77,915;20,670;0,239;109,209;25,904;27,953;6377;637,7;;0,0;60;12,34;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782438;27.06.25 06:35:05;-19,231;11,100;13,113;3,061;20,560;800,180;3,582;78,245;20,395;77,735;20,650;0,148;111,999;25,889;27,949;6377;637,7;;0,0;60;12,32;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782439;27.06.25 06:36:05;-18,893;12,610;13,246;3,241;20,575;800,180;3,585;78,220;20,390;77,820;20,655;0,127;119,852;25,886;27,943;6377;637,7;;0,0;60;12,33;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782440;27.06.25 06:37:05;-18,747;13,791;13,159;3,440;20,575;800,180;3,585;78,265;20,395;77,815;20,685;0,016;131,963;25,883;27,931;6377;637,7;;0,0;60;12,32;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782441;27.06.25 06:38:05;-18,374;14,675;13,248;3,486;20,578;800,180;3,585;78,195;20,385;77,760;20,665;0,100;159,109;25,886;27,943;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782442;27.06.25 06:39:05;-17,871;15,140;13,230;3,475;20,585;800,180;3,588;78,195;20,420;77,790;20,715;0,120;127,423;25,883;27,934;6377;637,7;;0,0;60;12,33;21,59;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782443;27.06.25 06:40:05;-17,433;14,989;13,317;3,433;20,610;800,180;3,591;78,205;20,430;77,690;20,745;0,105;122,293;25,883;27,934;6377;637,7;;0,0;60;12,33;21,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782444;27.06.25 06:41:05;-17,012;14,287;13,230;3,374;20,612;800,180;3,591;78,210;20,410;77,575;20,760;0,175;149,586;25,886;27,934;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782445;27.06.25 06:42:05;-16,534;13,365;13,273;3,248;20,620;800,180;3,585;78,190;20,440;77,450;20,770;0,177;133,374;25,883;27,934;6377;637,7;;0,0;60;12,32;21,59;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782446;27.06.25 06:43:05;-15,987;12,644;13,300;3,199;20,640;800,180;3,591;78,260;20,450;77,595;20,785;0,158;131,558;25,883;27,934;6377;637,7;;0,0;60;12,33;21,59;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782447;27.06.25 06:44:05;-15,566;12,265;13,169;3,072;20,642;800,180;3,585;78,330;20,490;77,595;20,805;0,280;98,241;25,883;27,934;6377;637,7;;0,0;60;12,33;21,59;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782448;27.06.25 06:45:05;-15,480;12,112;13,220;3,017;20,645;800,180;3,582;78,415;20,450;77,850;20,790;0,176;144,203;25,880;27,922;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782449;27.06.25 06:46:05;-15,363;11,611;13,194;2,876;20,667;800,180;3,594;78,345;20,465;77,790;20,820;0,211;121,427;25,871;27,879;6377;637,7;;0,0;60;12,34;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782450;27.06.25 06:47:05;-15,228;10,158;13,155;2,703;20,675;800,180;3,582;78,325;20,475;77,725;20,795;0,021;149,445;25,877;27,898;6377;637,7;;0,0;60;12,32;21,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782451;27.06.25 06:48:05;-15,009;8,604;13,182;2,556;20,677;800,180;3,591;78,400;20,495;77,775;20,815;0,040;111,336;25,874;27,836;6377;637,7;;0,0;60;12,33;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782452;27.06.25 06:49:05;-14,836;6,990;13,164;2,465;20,680;800,180;3,597;78,410;20,515;77,695;20,830;0,161;123,058;25,874;27,800;6377;637,7;;0,0;60;12,32;21,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782453;27.06.25 06:50:05;-14,710;5,557;13,048;2,306;20,682;800,180;3,594;78,325;20,505;77,575;20,840;0,236;127,564;25,850;27,818;6377;637,7;;0,0;60;12,33;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782454;27.06.25 06:51:05;-14,722;4,693;12,897;2,061;20,677;800,180;3,591;78,275;20,500;77,580;20,830;0,416;113,513;25,865;27,806;6377;637,7;;0,0;60;12,33;21,51;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782455;27.06.25 06:52:05;-14,808;4,567;12,917;1,904;20,688;800,180;3,597;78,500;20,495;78,030;20,820;0,369;124,262;25,840;27,769;6377;637,7;;0,0;60;12,32;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782456;27.06.25 06:53:05;-14,899;5,077;12,922;1,920;20,697;800,180;3,588;78,580;20,500;78,210;20,800;0,326;144,855;25,853;27,763;6377;637,7;;0,0;60;12,32;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782457;27.06.25 06:54:05;-14,901;5,762;12,915;2,039;20,697;800,180;3,594;78,385;20,475;78,025;20,790;0,293;149,979;25,841;27,739;6377;637,7;;0,0;60;12,32;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782458;27.06.25 06:55:05;-14,748;6,036;12,877;2,053;20,695;800,180;3,591;78,420;20,485;77,915;20,810;0,373;157,354;25,828;27,739;6377;637,7;;0,0;60;12,32;21,31;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782459;27.06.25 06:56:05;-14,667;6,031;12,832;2,097;20,702;800,180;3,597;78,450;20,480;77,870;20,830;0,461;118,153;25,834;27,739;6377;637,7;;0,0;60;12,32;21,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782460;27.06.25 06:57:05;-14,497;5,978;12,773;1,995;20,705;800,180;3,594;78,500;20,450;77,855;20,840;0,417;128,964;25,801;27,745;6377;637,7;;0,0;60;12,33;21,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782461;27.06.25 06:58:05;-14,404;5,950;12,804;2,002;20,690;800,180;3,594;78,600;20,475;77,860;20,830;0,421;136,845;25,807;27,745;6377;637,7;;0,0;60;12,32;21,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782462;27.06.25 06:59:05;-14,192;5,793;12,774;1,931;20,682;800,180;3,594;78,730;20,480;78,100;20,820;0,308;117,023;25,813;27,733;6377;637,7;;0,0;60;12,32;21,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782463;27.06.25 07:00:05;-14,197;5,833;12,766;1,941;20,670;800,180;3,600;78,810;20,455;78,085;20,775;0,298;147,229;25,810;27,736;6377;637,7;;0,0;60;12,31;21,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782464;27.06.25 07:01:05;-14,133;6,141;12,868;1,993;20,692;800,180;3,594;78,850;20,460;78,295;20,765;0,253;130,950;25,801;27,641;6377;637,7;;0,0;60;12,32;21,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782465;27.06.25 07:02:05;-14,123;6,892;12,834;2,154;20,690;800,180;3,588;78,985;20,455;78,440;20,785;0,466;124,189;25,804;27,729;6377;637,7;;0,0;60;12,32;21,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782466;27.06.25 07:03:05;-14,207;7,340;12,805;2,196;20,685;800,180;3,594;78,930;20,450;78,150;20,765;0,298;131,648;25,791;27,705;6377;637,7;;0,0;60;12,32;21,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782467;27.06.25 07:04:05;-14,245;7,433;12,772;2,184;20,685;800,180;3,594;78,940;20,460;78,250;20,760;0,259;118,935;25,794;27,681;6377;637,7;;0,0;60;12,32;21,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782468;27.06.25 07:05:05;-13,972;7,306;12,869;2,217;20,688;800,180;3,597;78,965;20,410;78,315;20,720;0,077;160,363;25,788;27,687;6377;637,7;;0,0;60;12,31;21,83;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782469;27.06.25 07:06:05;-13,755;7,681;12,900;2,368;20,690;800,180;3,585;79,040;20,435;78,405;20,730;0,104;164,053;25,785;27,675;6377;637,7;;0,0;60;12,31;21,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782470;27.06.25 07:07:05;-13,823;8,681;12,924;2,607;20,710;800,180;3,591;79,025;20,450;78,525;20,775;0,155;130,680;25,791;27,605;6377;637,7;;0,0;60;12,31;21,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782471;27.06.25 07:08:05;-14,068;9,810;12,910;2,771;20,728;800,180;3,594;79,050;20,475;78,415;20,815;0,047;56,273;25,788;27,665;6377;637,7;;0,0;60;12,32;21,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2782472;27.06.25 07:09:05;-14,181;10,411;12,855;2,897;20,735;800,180;3,594;79,025;20,505;78,345;20,840;0,033;81,799;25,785;27,577;6377;637,7;;0,0;60;12,32;21,94;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
