Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2705774;bis:;2710168
Ausgelesen am:;08.05.2025 10:05:26;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678474;16.04.25 10:40:00;-35,895;639,955;15,506;72,265;17,112;800,192;4,278;83,050;15,900;85,760;15,720;0,536;259,959;14,267;14,652;6377;637,7;;0,0;60;14,06;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678475;16.04.25 10:41:00;-38,242;554,986;14,907;61,061;17,230;800,192;4,284;82,460;15,965;86,055;15,850;0,904;268,043;14,322;14,652;6377;637,7;;0,0;60;14,24;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678476;16.04.25 10:42:00;-39,758;494,062;14,121;54,043;17,345;800,195;4,275;81,485;15,960;84,445;15,960;0,546;300,589;14,389;14,655;6377;637,7;;0,0;60;14,21;24,76;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678477;16.04.25 10:43:00;-40,512;497,640;13,564;54,783;17,467;800,192;4,284;81,580;16,045;82,700;15,910;0,195;277,656;14,451;14,655;6377;637,7;;0,0;60;14,18;24,96;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678478;16.04.25 10:44:00;-40,271;578,212;13,668;65,425;17,580;800,192;4,287;80,875;16,115;82,505;15,970;0,478;176,259;14,463;14,673;6377;637,7;;0,0;60;14,17;25,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678479;16.04.25 10:45:00;-41,078;602,920;14,770;67,305;17,750;800,192;4,287;80,460;16,230;81,915;16,070;0,098;161,904;14,469;14,661;6377;637,7;;0,0;60;14,19;26,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678480;16.04.25 10:46:00;-40,881;581,813;14,551;65,119;17,923;800,192;4,278;80,480;16,380;82,660;16,250;0,694;177,564;14,515;14,680;6377;637,7;;0,0;60;14,16;26,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678481;16.04.25 10:47:00;-41,394;490,279;13,577;52,686;18,007;800,192;4,275;79,590;16,525;81,605;16,455;0,360;233,359;14,554;14,698;6377;637,7;;0,0;60;14,16;26,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678482;16.04.25 10:48:00;-41,273;437,859;12,710;46,776;18,095;800,192;4,281;78,780;16,630;81,375;16,540;0,727;288,146;14,554;14,692;6377;637,7;;0,0;60;14,16;27,02;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678483;16.04.25 10:49:00;-41,450;447,937;12,327;48,533;18,153;800,192;4,266;77,980;16,700;80,610;16,530;0,499;271,468;14,566;14,707;6377;637,7;;0,0;60;14,16;27,38;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678484;16.04.25 10:50:00;-42,818;515,018;12,441;57,331;18,245;800,192;4,278;78,290;16,735;81,325;16,590;0,360;252,776;14,621;14,707;6377;637,7;;0,0;60;14,17;27,42;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678485;16.04.25 10:51:00;-45,990;630,894;13,303;72,076;18,362;800,192;4,275;77,275;16,800;79,620;16,610;0,273;237,803;14,652;14,670;6377;637,7;;0,0;60;14,16;27,62;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678486;16.04.25 10:52:00;-49,959;587,194;13,704;65,453;18,478;800,192;4,269;76,605;16,825;79,860;16,675;0,469;211,343;14,652;14,707;6377;637,7;;0,0;60;14,16;27,78;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678487;16.04.25 10:53:00;-53,636;447,419;12,028;48,204;18,547;800,192;4,260;75,930;16,925;78,225;16,710;0,580;138,234;14,670;14,725;6377;637,7;;0,0;60;14,17;28,21;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678488;16.04.25 10:54:00;-55,367;490,200;11,882;54,547;18,572;800,192;4,266;75,205;16,975;77,975;16,715;0,626;110,672;14,734;14,747;6377;637,7;;0,0;60;14,17;27,98;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678489;16.04.25 10:55:00;-56,774;712,250;14,674;82,725;18,622;800,192;4,272;74,885;16,995;77,665;16,685;0,275;145,299;14,750;14,744;6377;637,7;;0,0;60;14,17;28,33;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678490;16.04.25 10:56:00;-61,525;606,579;14,418;68,844;18,822;800,192;4,281;75,420;17,065;78,140;16,785;0,285;181,434;14,768;14,750;6377;637,7;;0,0;60;14,16;28,45;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678491;16.04.25 10:57:00;-64,802;539,256;13,382;60,859;18,922;800,192;4,275;74,640;17,180;77,325;16,790;0,802;276,570;14,802;14,737;6377;637,7;;0,0;60;14,16;28,73;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678492;16.04.25 10:58:00;-65,170;531,047;13,212;59,729;18,940;800,192;4,272;73,225;17,225;76,480;16,825;1,096;285,739;14,847;14,750;6377;637,7;;0,0;60;14,16;28,97;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678493;16.04.25 10:59:00;-65,204;625,668;13,616;72,692;18,970;800,192;4,275;72,590;17,255;75,125;16,770;0,811;328,461;14,860;14,747;6377;637,7;;0,0;60;14,15;29,05;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678494;16.04.25 11:00:00;-68,265;560,650;13,190;62,297;19,063;800,192;4,272;72,255;17,300;74,940;16,760;0,254;196,093;14,869;14,750;6377;637,7;;0,0;60;14,16;29,17;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678495;16.04.25 11:01:00;-72,904;644,886;13,215;74,975;19,220;800,192;4,281;72,135;17,325;74,615;16,795;0,122;120,864;14,936;14,756;6377;637,7;;0,0;60;14,17;29,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678496;16.04.25 11:02:00;-78,051;697,413;14,017;83,199;19,392;800,189;4,281;72,025;17,455;75,280;16,800;0,018;110,852;14,945;14,762;6377;637,7;;0,0;60;14,17;29,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678497;16.04.25 11:03:00;-82,550;521,029;12,360;57,529;19,563;800,192;4,284;71,810;17,590;75,095;16,835;0,318;115,661;14,969;14,759;6377;637,7;;0,0;60;14,15;29,76;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678498;16.04.25 11:04:00;-83,533;613,994;11,803;71,571;19,602;800,192;4,275;71,265;17,700;76,165;16,880;0,292;201,887;15,031;14,750;6377;637,7;;0,0;60;14,14;30,00;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678499;16.04.25 11:05:00;-82,911;707,473;13,759;82,935;19,685;800,192;4,272;71,190;17,845;76,485;17,070;0,379;180,484;15,046;14,765;6377;637,7;;0,0;60;14,15;30,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678500;16.04.25 11:06:00;-83,211;694,419;14,219;80,979;19,813;800,189;4,278;71,250;17,995;76,220;17,210;0,519;193,747;15,067;14,768;6377;637,7;;0,0;60;14,15;30,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678501;16.04.25 11:07:00;-82,034;688,889;14,799;80,182;19,858;800,192;4,266;70,905;18,130;76,140;17,345;1,390;212,709;15,128;14,805;6377;637,7;;0,0;60;14,15;31,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678502;16.04.25 11:08:00;-82,980;691,500;14,928;80,172;19,855;800,192;4,263;70,265;18,170;75,620;17,470;0,768;187,847;15,140;14,802;6377;637,7;;0,0;60;14,17;31,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678503;16.04.25 11:09:00;-85,364;690,541;15,002;79,930;19,938;800,192;4,263;69,955;18,230;72,930;17,450;0,127;198,523;15,152;14,798;6377;637,7;;0,0;60;14,15;31,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678504;16.04.25 11:10:00;-86,259;687,194;15,008;79,827;20,072;800,192;4,254;69,445;18,330;73,600;17,335;0,278;95,203;15,198;14,804;6377;637,7;;0,0;60;14,16;31,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678505;16.04.25 11:11:00;-86,466;678,880;15,019;78,783;20,235;800,192;4,260;69,705;18,345;74,835;17,340;0,395;204,615;15,247;14,811;6377;637,7;;0,0;60;14,15;31,98;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678506;16.04.25 11:12:00;-86,249;681,682;14,923;79,022;20,300;800,192;4,257;69,395;18,520;75,200;17,480;0,543;174,960;15,290;14,832;6377;637,7;;0,0;60;14,15;32,26;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678507;16.04.25 11:13:00;-86,393;680,218;15,465;78,597;20,352;800,192;4,254;68,700;18,615;75,185;17,585;0,485;142,673;15,336;14,826;6377;637,7;;0,0;60;14,15;32,34;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678508;16.04.25 11:14:00;-86,859;641,084;15,424;73,619;20,438;800,192;4,245;69,010;18,685;76,245;17,820;0,130;218,385;15,366;14,841;6377;637,7;;0,0;60;14,16;32,62;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678509;16.04.25 11:15:00;-87,802;625,228;14,730;71,677;20,565;800,192;4,257;69,045;18,795;74,625;18,040;0,155;154,423;15,433;14,847;6377;637,7;;0,0;60;14,15;32,82;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678510;16.04.25 11:16:00;-88,026;685,123;15,122;79,996;20,710;800,192;4,257;68,245;18,975;73,015;18,060;0,081;168,823;15,448;14,844;6377;637,7;;0,0;60;14,15;33,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678511;16.04.25 11:17:00;-88,441;695,621;15,284;81,309;20,867;800,192;4,260;67,555;19,125;72,980;18,190;0,102;128,897;15,479;14,847;6377;637,7;;0,0;60;14,16;33,21;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678512;16.04.25 11:18:00;-88,501;709,720;15,273;82,530;21,010;800,192;4,251;66,385;19,250;70,630;18,170;0,307;56,408;15,528;14,847;6377;637,7;;0,0;60;14,16;33,57;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678513;16.04.25 11:19:00;-88,520;707,199;15,531;81,966;21,158;800,192;4,251;66,285;19,310;72,505;18,110;0,439;198,045;15,534;14,847;6377;637,7;;0,0;60;14,15;33,57;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678514;16.04.25 11:20:00;-88,834;708,991;15,373;82,640;21,310;800,192;4,263;66,875;19,375;72,180;18,300;0,401;241,003;15,613;14,847;6377;637,7;;0,0;60;14,16;33,85;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678515;16.04.25 11:21:00;-88,741;714,969;15,412;83,233;21,430;800,192;4,275;65,730;19,455;71,415;18,385;0,553;122,293;15,635;14,850;6377;637,7;;0,0;60;14,15;34,09;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678516;16.04.25 11:22:00;-88,625;715,390;15,380;82,524;21,485;800,192;4,257;64,890;19,465;70,300;18,380;0,725;109,479;15,690;14,853;6377;637,7;;0,0;60;14,16;34,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678517;16.04.25 11:23:00;-88,793;721,631;15,929;82,388;21,507;800,192;4,248;65,120;19,385;71,360;18,305;0,326;189,045;15,729;14,850;6377;637,7;;0,0;60;14,15;34,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678518;16.04.25 11:24:00;-88,952;717,510;15,943;81,900;21,637;800,192;4,254;66,500;19,385;72,175;18,390;0,200;234,247;15,754;14,856;6377;637,7;;0,0;60;14,15;34,76;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678519;16.04.25 11:25:00;-89,440;625,489;14,901;69,330;21,743;800,192;4,239;66,275;19,475;71,075;18,445;0,906;155,666;15,824;14,884;6377;637,7;;0,0;60;14,15;34,72;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678520;16.04.25 11:26:00;-89,838;553,601;13,364;62,134;21,800;800,192;4,236;65,825;19,450;70,845;18,450;0,669;317,289;15,848;14,884;6377;637,7;;0,0;60;14,14;35,04;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678521;16.04.25 11:27:00;-89,103;646,255;13,387;73,979;21,812;800,192;4,245;65,225;19,490;69,930;18,515;0,600;66,476;15,909;14,893;6377;637,7;;0,0;60;14,15;35,08;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678522;16.04.25 11:28:00;-88,934;643,307;13,926;71,406;21,852;800,192;4,242;64,760;19,420;69,795;18,345;0,390;162,242;15,924;14,902;6377;637,7;;0,0;60;14,15;35,32;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678523;16.04.25 11:29:00;-88,228;701,711;15,143;79,142;21,925;800,192;4,239;64,790;19,355;71,175;18,370;0,504;185,664;16,001;14,933;6377;637,7;;0,0;60;14,14;35,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678524;16.04.25 11:30:00;-89,738;599,813;13,507;65,799;21,950;800,186;4,236;63,865;19,360;69,190;18,405;0,439;61,313;16,025;14,933;6377;637,7;;0,0;60;14,14;35,36;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678525;16.04.25 11:31:00;-89,555;635,056;13,896;70,480;21,970;800,186;4,239;63,820;19,285;69,195;18,345;0,398;50,771;16,074;14,939;6377;637,7;;0,0;60;14,15;35,24;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678526;16.04.25 11:32:00;-89,444;746,934;15,382;85,695;22,072;800,192;4,236;64,085;19,205;69,105;18,270;0,267;76,134;16,114;14,960;6377;637,7;;0,0;60;14,16;35,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678527;16.04.25 11:33:00;-89,667;744,160;16,289;85,272;22,190;800,192;4,248;65,130;19,185;71,150;18,275;0,247;231,964;16,159;14,975;6377;637,7;;0,0;60;14,15;35,48;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678528;16.04.25 11:34:00;-90,549;741,562;16,393;85,405;22,265;800,192;4,236;65,135;19,245;70,960;18,455;0,789;271,018;16,217;14,972;6377;637,7;;0,0;60;14,15;35,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678529;16.04.25 11:35:00;-91,129;736,824;16,921;84,362;22,270;800,189;4,239;64,280;19,230;69,420;18,505;0,943;225,849;16,257;15,000;6377;637,7;;0,0;60;14,15;35,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2678530;16.04.25 11:36:00;-91,325;742,191;17,417;84,956;22,278;800,192;4,239;63,515;19,145;68,200;18,520;0,909;337,618;16,312;14,991;6377;637,7;;0,0;60;14,14;35,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
