Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2781227;bis:;2786986
Ausgelesen am:;30.06.2025 10:37:21;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784933;29.06.25 00:10:05;-69,120;-0,111;23,214;3,622;24,485;800,192;3,495;63,225;24,605;62,665;24,905;0,729;227,683;32,066;32,326;6377;637,7;;0,0;60;12,40;25,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784934;29.06.25 00:11:05;-69,045;-0,111;23,270;3,404;24,452;800,192;3,483;63,295;24,540;62,850;24,855;0,469;243,698;32,045;32,329;6377;637,7;;0,0;60;12,41;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784935;29.06.25 00:12:05;-68,949;-0,111;23,231;3,305;24,425;800,192;3,474;63,415;24,535;62,970;24,805;1,171;190,485;32,036;32,310;6377;637,7;;0,0;60;12,41;25,28;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784936;29.06.25 00:13:05;-68,982;-0,111;23,082;3,235;24,405;800,192;3,480;63,520;24,480;63,000;24,770;1,083;280,243;32,036;32,304;6377;637,7;;0,0;60;12,40;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784937;29.06.25 00:14:05;-68,996;-0,111;23,166;3,329;24,380;800,192;3,483;63,630;24,450;63,185;24,735;0,843;306,641;32,009;32,271;6377;637,7;;0,0;60;12,42;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784938;29.06.25 00:15:05;-68,878;-0,111;23,062;3,311;24,360;800,192;3,492;63,735;24,455;63,245;24,745;0,690;211,146;31,993;32,268;6377;637,7;;0,0;60;12,40;25,04;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784939;29.06.25 00:16:05;-68,980;-0,111;22,974;3,345;24,330;800,192;3,486;63,790;24,420;63,250;24,685;0,728;284,355;31,954;32,258;6377;637,7;;0,0;60;12,40;25,00;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784940;29.06.25 00:17:05;-69,007;-0,111;23,135;3,405;24,307;800,192;3,489;63,840;24,355;63,480;24,650;0,342;310,556;31,951;32,237;6377;637,7;;0,0;60;12,41;24,92;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784941;29.06.25 00:18:05;-69,044;-0,111;23,061;3,498;24,287;800,186;3,489;64,015;24,370;63,545;24,650;0,565;156,966;31,938;32,231;6377;637,7;;0,0;60;12,41;25,08;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784942;29.06.25 00:19:05;-69,258;-0,111;22,951;3,449;24,257;800,180;3,486;64,220;24,305;63,720;24,625;0,482;301,416;31,926;32,231;6377;637,7;;0,0;60;12,40;25,00;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784943;29.06.25 00:20:05;-69,246;-0,111;22,890;3,385;24,230;800,180;3,489;64,310;24,285;63,845;24,550;0,553;253,614;31,892;32,228;6377;637,7;;0,0;60;12,40;24,92;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784944;29.06.25 00:21:05;-69,099;-0,111;22,937;3,198;24,192;800,180;3,492;64,435;24,255;64,120;24,475;0,694;308,216;31,862;32,228;6377;637,7;;0,0;60;12,42;24,68;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784945;29.06.25 00:22:05;-68,854;-0,111;22,889;3,106;24,157;800,180;3,483;64,590;24,215;64,305;24,450;0,976;295,200;31,843;32,219;6377;637,7;;0,0;60;12,40;24,96;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784946;29.06.25 00:23:05;-68,888;-0,111;22,893;3,113;24,130;800,180;3,501;64,775;24,175;64,420;24,410;0,626;300,178;31,840;32,207;6377;637,7;;0,0;60;12,40;24,92;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784947;29.06.25 00:24:05;-68,740;-0,111;22,949;3,215;24,102;800,180;3,489;64,945;24,155;64,625;24,410;0,500;168,373;31,834;32,185;6377;637,7;;0,0;60;12,41;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784948;29.06.25 00:25:05;-68,468;-0,111;22,881;3,125;24,075;800,180;3,489;65,060;24,080;64,845;24,325;1,171;307,463;31,792;32,188;6377;637,7;;0,0;60;12,40;24,96;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784949;29.06.25 00:26:05;-68,553;-0,111;22,979;3,162;24,048;800,180;3,492;65,155;24,075;64,945;24,285;0,489;322,459;31,777;32,145;6377;637,7;;0,0;60;12,41;24,84;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784950;29.06.25 00:27:05;-68,563;-0,111;23,015;3,362;24,032;800,180;3,492;65,315;24,060;65,050;24,315;0,483;324,669;31,749;32,149;6377;637,7;;0,0;60;12,39;24,80;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784951;29.06.25 00:28:05;-68,483;-0,111;22,968;3,387;24,000;800,180;3,492;65,410;24,025;64,965;24,310;0,620;310,838;31,746;32,133;6377;637,7;;0,0;60;12,41;24,72;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784952;29.06.25 00:29:05;-68,416;-0,111;22,877;3,271;23,960;800,180;3,492;65,555;23,995;65,150;24,280;0,666;289,344;31,743;32,133;6377;637,7;;0,0;60;12,40;24,68;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784953;29.06.25 00:30:05;-68,238;-0,111;22,899;3,228;23,935;800,180;3,492;65,675;23,960;65,225;24,265;0,769;296,696;31,734;32,130;6377;637,7;;0,0;60;12,40;24,68;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784954;29.06.25 00:31:05;-68,133;-0,111;22,968;3,278;23,912;800,180;3,489;65,820;23,940;65,325;24,265;0,540;273,420;31,697;32,133;6377;637,7;;0,0;60;12,41;24,80;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784955;29.06.25 00:32:05;-68,140;-0,111;22,867;3,412;23,908;800,180;3,492;65,875;23,920;65,260;24,250;0,714;304,116;31,657;32,115;6377;637,7;;0,0;60;12,40;24,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784956;29.06.25 00:33:05;-68,018;-0,111;22,960;3,450;23,882;800,180;3,492;65,930;23,900;65,360;24,255;0,388;253,024;31,657;32,121;6377;637,7;;0,0;60;12,40;24,72;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784957;29.06.25 00:34:05;-68,049;-0,111;22,957;3,539;23,862;800,180;3,495;65,990;23,900;65,270;24,275;0,448;295,206;31,645;32,091;6377;637,7;;0,0;60;12,40;24,64;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784958;29.06.25 00:35:05;-67,960;-0,111;22,779;3,477;23,845;800,180;3,492;65,990;23,895;65,180;24,270;0,843;276,429;31,639;32,091;6377;637,7;;0,0;60;12,40;24,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784959;29.06.25 00:36:05;-67,841;-0,111;22,662;3,464;23,817;800,180;3,492;66,005;23,880;65,250;24,250;0,855;229,984;31,627;32,063;6377;637,7;;0,0;60;12,40;24,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784960;29.06.25 00:37:05;-67,865;-0,111;22,647;3,558;23,813;800,180;3,483;66,070;23,855;65,285;24,235;0,233;284,006;31,593;32,039;6377;637,7;;0,0;60;12,41;24,37;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784961;29.06.25 00:38:05;-67,965;-0,111;22,526;3,531;23,800;800,180;3,492;66,100;23,830;65,180;24,230;0,529;291,645;31,566;32,045;6377;637,7;;0,0;60;12,40;24,33;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784962;29.06.25 00:39:05;-67,942;-0,111;22,709;3,493;23,770;800,180;3,489;66,215;23,835;65,500;24,185;0,589;238,584;31,547;32,036;6377;637,7;;0,0;60;12,41;24,68;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784963;29.06.25 00:40:05;-67,995;-0,111;22,652;3,517;23,775;800,180;3,492;66,225;23,800;65,495;24,165;0,503;291,656;31,544;32,036;6377;637,7;;0,0;60;12,41;24,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784964;29.06.25 00:41:05;-67,765;-0,111;22,788;3,565;23,735;800,180;3,498;66,360;23,790;65,585;24,180;0,163;297,793;31,538;32,030;6377;637,7;;0,0;60;12,39;24,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784965;29.06.25 00:42:05;-67,833;-0,111;22,465;3,687;23,700;800,180;3,483;66,380;23,760;65,600;24,155;0,496;298,777;31,502;31,999;6377;637,7;;0,0;60;12,40;24,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784966;29.06.25 00:43:05;-67,486;-0,111;22,418;3,386;23,672;800,180;3,495;66,450;23,745;65,895;24,085;0,594;292,376;31,468;31,999;6377;637,7;;0,0;60;12,39;24,48;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784967;29.06.25 00:44:05;-67,073;-0,111;22,707;3,324;23,645;800,180;3,489;66,580;23,730;66,150;24,050;0,095;222,683;31,459;31,999;6377;637,7;;0,0;60;12,41;24,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784968;29.06.25 00:45:05;-67,346;-0,111;22,696;3,582;23,610;800,180;3,492;66,625;23,700;66,060;24,040;0,364;296,685;31,450;31,951;6377;637,7;;0,0;60;12,41;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784969;29.06.25 00:46:05;-67,329;-0,111;22,524;3,496;23,603;800,180;3,495;66,610;23,655;66,010;24,050;0,565;296,781;31,444;31,889;6377;637,7;;0,0;60;12,39;24,33;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784970;29.06.25 00:47:05;-67,227;-0,111;22,624;3,434;23,583;800,180;3,498;66,670;23,625;66,085;24,020;0,313;323,460;31,413;31,859;6377;637,7;;0,0;60;12,40;24,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784971;29.06.25 00:48:05;-67,081;-0,111;22,553;3,505;23,540;800,180;3,489;66,785;23,615;66,120;23,975;0,241;278,871;31,398;31,865;6377;637,7;;0,0;60;12,40;24,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784972;29.06.25 00:49:05;-67,019;-0,111;22,744;3,458;23,517;800,180;3,489;66,815;23,605;66,390;23,900;0,300;250,875;31,358;31,846;6377;637,7;;0,0;60;12,39;24,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784973;29.06.25 00:50:05;-66,818;-0,111;22,795;3,645;23,492;800,180;3,495;66,865;23,570;66,420;23,895;0,082;310,967;31,355;31,865;6377;637,7;;0,0;60;12,40;24,25;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784974;29.06.25 00:51:05;-66,456;-0,111;22,854;3,856;23,483;800,180;3,489;66,900;23,615;66,375;23,955;0,005;152,623;31,352;31,840;6377;637,7;;0,0;60;12,41;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784975;29.06.25 00:52:05;-66,623;-0,111;22,659;3,840;23,447;800,180;3,495;66,930;23,590;66,500;23,890;0,313;245,694;31,355;31,831;6377;637,7;;0,0;60;12,41;24,01;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784976;29.06.25 00:53:05;-66,932;-0,111;22,587;3,671;23,420;800,180;3,495;67,000;23,550;66,445;23,850;0,238;252,574;31,349;31,822;6377;637,7;;0,0;60;12,43;24,25;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784977;29.06.25 00:54:05;-66,183;-0,111;22,630;3,612;23,387;800,180;3,495;66,990;23,520;66,755;23,785;0,345;255,943;31,346;31,825;6377;637,7;;0,0;60;12,39;24,25;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784978;29.06.25 00:55:05;-66,260;-0,111;22,741;3,654;23,370;800,180;3,495;66,800;23,490;66,935;23,750;0,683;281,402;31,303;31,807;6377;637,7;;0,0;60;12,39;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784979;29.06.25 00:56:05;-66,980;-0,111;22,520;3,708;23,358;800,180;3,504;66,860;23,505;66,490;23,765;0,577;229,989;31,285;31,786;6377;637,7;;0,0;60;12,40;24,09;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784980;29.06.25 00:57:05;-67,192;-0,111;22,356;3,462;23,327;800,180;3,498;67,055;23,490;66,780;23,715;0,511;258,621;31,273;31,773;6377;637,7;;0,0;60;12,41;24,09;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784981;29.06.25 00:58:05;-67,198;-0,111;22,306;3,353;23,298;800,180;3,498;67,190;23,440;67,085;23,645;0,345;304,538;31,254;31,749;6377;637,7;;0,0;60;12,39;23,81;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784982;29.06.25 00:59:05;-67,246;-0,111;22,353;3,162;23,260;800,180;3,501;67,310;23,400;67,315;23,575;0,611;321,323;31,254;31,743;6377;637,7;;0,0;60;12,41;23,77;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784983;29.06.25 01:00:05;-66,798;-0,111;22,420;3,085;23,227;800,180;3,495;67,475;23,375;67,415;23,500;0,340;241,684;31,251;31,743;6377;637,7;;0,0;60;12,41;23,85;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784984;29.06.25 01:01:05;-66,478;-0,111;22,533;3,171;23,190;800,180;3,501;67,660;23,290;67,680;23,500;0,138;215,888;31,245;31,740;6377;637,7;;0,0;60;12,41;24,01;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784985;29.06.25 01:02:05;-65,935;-0,111;22,557;3,265;23,173;800,180;3,495;67,755;23,265;67,795;23,425;0,561;216,214;31,230;31,740;6377;637,7;;0,0;60;12,41;24,01;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784986;29.06.25 01:03:05;-66,311;-0,111;22,512;3,211;23,137;800,180;3,489;67,920;23,215;67,900;23,390;0,459;303,345;31,172;31,728;6377;637,7;;0,0;60;12,39;23,81;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784987;29.06.25 01:04:05;-66,186;-0,111;22,583;3,257;23,105;800,180;3,501;68,035;23,205;67,995;23,380;0,544;291,004;31,157;31,719;6377;637,7;;0,0;60;12,39;24,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784988;29.06.25 01:05:05;-66,395;-0,111;22,568;3,260;23,093;800,180;3,501;68,065;23,150;68,045;23,375;0,570;268,403;31,157;31,719;6377;637,7;;0,0;60;12,40;23,85;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2784989;29.06.25 01:06:05;-66,928;-0,111;22,408;3,258;23,067;800,180;3,498;68,185;23,120;67,985;23,355;0,595;327,111;31,145;31,624;6377;637,7;;0,0;60;12,40;23,81;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
