Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2786986;bis:;2793639
Ausgelesen am:;04.07.2025 10:17:27;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789242;02.07.25 00:00:05;-68,846;-0,111;38,613;4,332;24,772;800,192;3,387;59,345;24,360;57,920;24,970;0,254;110,267;36,110;36,251;6377;637,7;;0,0;60;12,41;26,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789243;02.07.25 00:01:05;-68,707;-0,111;38,610;4,208;24,742;800,189;3,390;59,355;24,350;58,205;24,900;0,226;115,104;36,077;36,247;6377;637,7;;0,0;60;12,42;26,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789244;02.07.25 00:02:05;-68,520;-0,111;38,652;4,243;24,717;800,192;3,390;59,490;24,325;58,250;24,890;0,321;123,638;36,043;36,235;6377;637,7;;0,0;60;12,42;26,27;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789245;02.07.25 00:03:05;-68,598;-0,111;38,517;4,404;24,695;800,192;3,390;59,455;24,335;58,050;24,930;0,333;117,501;36,040;36,235;6377;637,7;;0,0;60;12,41;26,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789246;02.07.25 00:04:05;-68,650;-0,111;38,457;4,113;24,665;800,186;3,390;59,515;24,295;58,205;24,865;0,393;121,163;36,037;36,232;6377;637,7;;0,0;60;12,42;26,31;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789247;02.07.25 00:05:05;-68,389;-0,111;38,690;4,237;24,650;800,192;3,393;59,450;24,290;58,200;24,865;0,389;146,503;35,997;36,229;6377;637,7;;0,0;60;12,43;26,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789248;02.07.25 00:06:05;-68,594;-0,111;38,298;4,395;24,625;800,192;3,390;59,495;24,260;57,960;24,945;0,326;126,416;35,982;36,220;6377;637,7;;0,0;60;12,42;26,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789249;02.07.25 00:07:05;-68,684;-0,111;38,128;4,172;24,593;800,192;3,387;59,635;24,235;58,245;24,855;0,289;136,243;35,951;36,196;6377;637,7;;0,0;60;12,41;26,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789250;02.07.25 00:08:05;-68,378;-0,111;38,368;4,321;24,580;800,192;3,393;59,840;24,240;58,405;24,810;0,159;134,674;35,942;36,168;6377;637,7;;0,0;60;12,42;26,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789251;02.07.25 00:09:05;-68,380;-0,111;38,244;4,579;24,557;800,192;3,387;59,675;24,200;58,295;24,855;0,238;193,163;35,924;36,174;6377;637,7;;0,0;60;12,40;26,15;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789252;02.07.25 00:10:05;-68,541;-0,111;37,936;4,689;24,535;800,192;3,393;59,845;24,215;58,025;24,925;0,173;108,878;35,887;36,141;6377;637,7;;0,0;60;12,42;26,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789253;02.07.25 00:11:05;-69,151;-0,111;37,750;4,296;24,500;800,192;3,396;59,870;24,160;58,055;24,850;0,179;113,468;35,860;36,138;6377;637,7;;0,0;60;12,41;25,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789254;02.07.25 00:12:05;-68,647;-0,111;37,850;4,269;24,465;800,186;3,396;59,935;24,140;58,595;24,710;0,012;81,158;35,845;36,138;6377;637,7;;0,0;60;12,40;25,83;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789255;02.07.25 00:13:05;-68,378;-0,111;37,741;4,644;24,438;800,189;3,393;59,985;24,085;58,750;24,670;-0,013;217,052;35,839;36,126;6377;637,7;;0,0;60;12,41;25,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789256;02.07.25 00:14:05;-68,177;-0,111;37,807;4,832;24,427;800,192;3,396;59,820;24,090;58,620;24,620;-0,015;233,708;35,787;36,132;6377;637,7;;0,0;60;12,41;25,91;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789257;02.07.25 00:15:05;-67,715;-0,111;37,958;5,110;24,405;800,186;3,393;59,985;24,120;59,085;24,660;-0,015;117,878;35,756;36,113;6377;637,7;;0,0;60;12,41;25,91;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789258;02.07.25 00:16:05;-67,971;-0,111;37,702;5,294;24,397;800,180;3,399;60,430;24,135;59,150;24,700;0,070;45,371;35,753;36,083;6377;637,7;;0,0;60;12,42;25,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789259;02.07.25 00:17:05;-67,748;-0,111;37,712;5,255;24,377;800,180;3,396;60,565;24,130;59,140;24,610;0,064;67,894;35,735;36,003;6377;637,7;;0,0;60;12,41;25,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789260;02.07.25 00:18:05;-67,323;-0,111;37,690;5,346;24,358;800,189;3,402;59,975;24,110;59,020;24,610;0,052;27,242;35,723;36,009;6377;637,7;;0,0;60;12,42;25,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789261;02.07.25 00:19:05;-67,151;-0,111;37,844;5,561;24,362;800,183;3,396;60,100;24,090;58,815;24,665;-0,004;136,783;35,674;35,955;6377;637,7;;0,0;60;12,41;25,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789262;02.07.25 00:20:05;-67,691;-0,111;37,228;5,385;24,353;800,186;3,396;59,990;24,130;58,465;24,775;0,109;108,158;35,649;35,948;6377;637,7;;0,0;60;12,41;25,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789263;02.07.25 00:21:05;-67,569;-0,111;37,124;4,732;24,322;800,186;3,402;59,955;24,135;58,730;24,670;0,309;115,419;35,646;35,942;6377;637,7;;0,0;60;12,42;25,52;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789264;02.07.25 00:22:05;-67,645;-0,111;36,778;3,991;24,288;800,186;3,402;59,980;24,120;59,190;24,545;0,369;105,086;35,640;35,945;6377;637,7;;0,0;60;12,42;25,83;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789265;02.07.25 00:23:05;-67,562;-0,111;36,629;3,285;24,237;800,180;3,402;60,195;24,020;59,665;24,370;0,461;113,344;35,579;35,921;6377;637,7;;0,0;60;12,41;25,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789266;02.07.25 00:24:05;-67,394;-0,111;36,880;2,830;24,165;800,180;3,402;60,490;23,935;60,110;24,250;0,420;108,096;35,558;35,924;6377;637,7;;0,0;60;12,41;25,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789267;02.07.25 00:25:05;-67,413;-0,111;36,774;2,968;24,120;800,186;3,402;60,750;23,835;60,305;24,160;0,386;109,249;35,555;35,909;6377;637,7;;0,0;60;12,41;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789268;02.07.25 00:26:05;-67,019;-0,111;37,014;2,713;24,065;800,192;3,399;60,950;23,745;60,630;24,040;0,483;108,006;35,552;35,872;6377;637,7;;0,0;60;12,41;25,48;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789269;02.07.25 00:27:05;-66,844;-0,111;37,247;2,840;24,012;800,183;3,396;61,180;23,660;60,795;23,980;0,464;126,771;35,512;35,869;6377;637,7;;0,0;60;12,40;25,36;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789270;02.07.25 00:28:05;-66,568;-0,111;37,665;3,393;23,977;800,192;3,399;61,365;23,595;60,855;24,005;0,381;178,971;35,478;35,851;6377;637,7;;0,0;60;12,40;25,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789271;02.07.25 00:29:05;-66,789;-0,111;37,447;3,875;23,957;800,192;3,402;61,455;23,610;60,180;24,175;0,363;137,959;35,454;35,845;6377;637,7;;0,0;60;12,38;25,28;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789272;02.07.25 00:30:05;-67,120;-0,111;36,988;3,685;23,930;800,192;3,408;61,425;23,560;59,915;24,160;0,394;128,627;35,445;35,845;6377;637,7;;0,0;60;12,42;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789273;02.07.25 00:31:05;-67,398;-0,111;36,790;3,150;23,875;800,192;3,408;61,510;23,545;60,160;24,040;0,491;104,254;35,445;35,842;6377;637,7;;0,0;60;12,41;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789274;02.07.25 00:32:05;-67,589;-0,111;36,679;2,497;23,807;800,192;3,402;61,595;23,385;60,660;23,835;0,490;103,449;35,415;35,826;6377;637,7;;0,0;60;12,41;25,32;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2789275;02.07.25 00:33:05;-67,101;-0,111;36,798;2,220;23,743;800,189;3,396;61,885;23,285;61,345;23,665;0,311;109,136;35,362;35,793;6377;637,7;;0,0;60;12,41;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
