Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2400001;bis:;2419999
Ausgelesen am:;26.02.2025 10:45:12;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414760;17.10.24 00:00:10;-25,177;-0,111;3,373;1,177;11,097;800,192;29,316;95,420;11,355;96,245;11,405;0,087;248,777;12,308;11,615;6374;637,4;;0,0;60;12,37;11,83;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414761;17.10.24 00:01:10;-25,105;-0,111;3,396;1,201;11,090;800,192;29,319;95,440;11,400;96,305;11,415;0,059;216,771;12,308;11,624;6374;637,4;;0,0;60;12,38;11,75;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414762;17.10.24 00:02:10;-24,585;-0,111;3,386;1,215;11,090;800,192;29,310;95,485;11,390;96,370;11,425;0,073;218,447;12,308;11,621;6374;637,4;;0,0;60;12,39;11,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414763;17.10.24 00:03:10;-24,133;-0,111;3,446;1,204;11,080;800,192;29,358;95,480;11,400;96,420;11,425;-0,015;200,818;12,302;11,603;6374;637,4;;0,0;60;12,38;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414764;17.10.24 00:04:10;-24,122;-0,111;3,439;1,252;11,080;800,192;29,637;95,445;11,350;96,460;11,435;-0,020;284,153;12,308;11,615;6374;637,4;;0,0;60;12,36;11,94;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414765;17.10.24 00:05:10;-24,191;-0,111;3,423;1,235;11,097;800,192;29,544;95,465;11,425;96,355;11,450;-0,015;224,241;12,308;11,582;6374;637,4;;0,0;60;12,38;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414766;17.10.24 00:06:10;-24,054;-0,111;3,476;1,226;11,085;800,192;29,526;95,425;11,430;96,405;11,460;0,043;176,192;12,305;11,600;6374;637,4;;0,0;60;12,37;11,75;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414767;17.10.24 00:07:10;-23,958;-0,111;3,448;1,253;11,077;800,192;29,418;95,355;11,410;96,245;11,460;-0,013;234,906;12,302;11,578;6374;637,4;;0,0;60;12,37;11,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414768;17.10.24 00:08:10;-24,181;-0,111;3,502;1,253;11,070;800,192;29,406;95,370;11,410;96,290;11,470;-0,021;136,862;12,302;11,591;6374;637,4;;0,0;60;12,38;11,55;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414769;17.10.24 00:09:10;-24,967;-0,111;3,468;1,369;11,057;800,192;29,292;95,335;11,390;96,375;11,445;-0,028;267,120;12,308;11,609;6374;637,4;;0,0;60;12,37;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
