Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2720632;bis:;2726361
Ausgelesen am:;19.05.2025 09:45:03;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725778;19.05.25 00:00:05;-74,118;-0,111;24,345;4,268;11,197;800,192;3,636;73,485;11,530;71,315;12,150;0,911;202,371;21,464;22,956;6377;637,7;;0,0;60;12,44;11,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725779;19.05.25 00:01:05;-74,166;-0,111;24,243;4,220;11,205;800,192;3,633;73,350;11,540;70,990;12,155;0,634;179,601;21,424;22,953;6377;637,7;;0,0;60;12,43;11,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725780;19.05.25 00:02:05;-74,261;-0,111;24,053;4,222;11,215;800,192;3,642;73,325;11,525;71,260;12,155;0,592;195,930;21,412;22,953;6377;637,7;;0,0;60;12,43;11,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725781;19.05.25 00:03:05;-74,317;-0,111;23,949;4,153;11,222;800,192;3,636;73,255;11,555;70,930;12,200;0,572;164,711;21,391;22,953;6377;637,7;;0,0;60;12,44;11,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725782;19.05.25 00:04:05;-74,133;-0,111;23,811;3,979;11,227;800,192;3,630;73,220;11,550;70,860;12,190;0,688;195,992;21,385;22,935;6377;637,7;;0,0;60;12,43;10,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725783;19.05.25 00:05:05;-74,213;-0,111;23,680;4,022;11,237;800,192;3,642;73,205;11,545;70,940;12,200;0,558;168,778;21,360;22,941;6377;637,7;;0,0;60;12,43;11,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725784;19.05.25 00:06:05;-74,331;-0,111;23,559;3,933;11,245;800,192;3,630;73,135;11,565;70,815;12,190;0,489;158,259;21,336;22,907;6377;637,7;;0,0;60;12,43;11,23;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725785;19.05.25 00:07:05;-74,481;-0,111;23,418;3,780;11,235;800,192;3,639;73,125;11,560;70,835;12,155;0,655;181,648;21,302;22,896;6377;637,7;;0,0;60;12,43;11,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725786;19.05.25 00:08:05;-74,484;-0,111;23,389;3,629;11,212;800,192;3,636;73,140;11,545;71,190;12,120;0,322;172,851;21,293;22,871;6377;637,7;;0,0;60;12,43;11,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725787;19.05.25 00:09:05;-74,442;-0,111;23,402;3,695;11,213;800,192;3,645;73,230;11,570;71,335;12,140;0,428;141,851;21,293;22,871;6377;637,7;;0,0;60;12,43;10,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
