Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2400001;bis:;2419999
Ausgelesen am:;26.02.2025 10:45:12;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416200;18.10.24 00:00:10;-31,138;-0,111;-0,229;1,118;12,990;800,192;33,594;96,670;13,635;97,345;13,400;-0,025;135,804;13,468;12,778;6374;637,4;;0,0;60;12,16;17,86;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416201;18.10.24 00:01:10;-30,175;-0,111;-0,175;1,024;12,972;800,192;33,018;96,860;13,625;97,210;13,350;-0,027;170,556;13,474;12,744;6374;637,4;;0,0;60;12,15;17,70;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416202;18.10.24 00:02:10;-29,329;-0,111;-0,196;1,125;12,960;800,192;33,951;96,925;13,635;97,560;13,330;0,155;225,945;13,465;12,717;6374;637,4;;0,0;60;12,15;17,54;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416203;18.10.24 00:03:10;-28,387;-0,111;-0,153;1,090;12,983;800,192;32,838;96,945;13,620;97,715;13,375;0,139;242,094;13,459;12,751;6374;637,4;;0,0;60;12,15;17,58;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416204;18.10.24 00:04:10;-27,305;-0,111;-0,069;1,051;12,972;800,192;34,593;96,825;13,625;97,605;13,350;0,159;242,033;13,459;12,784;6374;637,4;;0,0;60;12,14;17,54;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416205;18.10.24 00:05:10;-26,229;-0,111;0,002;1,119;12,977;800,192;34,314;96,780;13,615;97,690;13,360;0,056;243,624;13,453;12,787;6374;637,4;;0,0;60;12,15;17,62;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416206;18.10.24 00:06:10;-25,445;-0,111;0,118;1,162;12,977;800,192;33,243;96,745;13,585;97,870;13,380;-0,004;167,237;13,428;12,793;6374;637,4;;0,0;60;12,15;17,70;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416207;18.10.24 00:07:10;-25,136;-0,111;0,114;1,182;12,970;800,192;34,191;96,780;13,565;97,870;13,390;-0,020;206,229;13,459;12,799;6374;637,4;;0,0;60;12,14;17,54;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416208;18.10.24 00:08:10;-25,504;-0,111;0,133;1,157;12,962;800,192;34,254;96,715;13,525;97,775;13,395;0,045;222,868;13,462;12,815;6374;637,4;;0,0;60;12,14;17,66;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416209;18.10.24 00:09:10;-26,029;-0,111;0,113;1,093;12,958;800,192;33,231;96,750;13,530;97,875;13,385;0,040;217,890;13,446;12,836;6374;637,4;;0,0;60;12,15;17,62;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
