Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2150002;bis:;2160000
Ausgelesen am:;11.07.2024 08:52:36;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151208;03.06.24 00:00:10;-19,797;-0,111;3,025;0,694;14,957;800,192;41,991;72,500;14,900;73,315;14,990;0,652;229,112;15,824;15,735;6374;637,4;;0,0;60;12,35;18,77;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151209;03.06.24 00:01:10;-20,010;-0,111;2,959;0,691;14,945;800,192;39,462;72,400;14,880;73,470;14,980;1,348;279,090;15,824;15,732;6374;637,4;;0,0;60;12,34;19,01;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151210;03.06.24 00:02:10;-20,012;-0,111;2,898;0,664;14,935;800,192;39,336;72,455;14,850;72,960;14,965;0,341;263,638;15,824;15,732;6374;637,4;;0,0;60;12,35;18,97;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151211;03.06.24 00:03:10;-20,177;-0,111;2,964;0,690;14,925;800,192;40,527;72,495;14,865;73,115;14,960;0,352;237,077;15,824;15,732;6374;637,4;;0,0;60;12,35;18,73;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151212;03.06.24 00:04:10;-20,391;-0,111;3,022;0,716;14,917;800,192;40,512;72,610;14,875;73,375;14,945;0,555;230,574;15,824;15,729;6374;637,4;;0,0;60;12,35;18,93;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151213;03.06.24 00:05:10;-20,670;-0,111;3,013;0,717;14,903;800,192;40,830;72,660;14,875;73,540;14,955;0,328;222,564;15,821;15,726;6374;637,4;;0,0;60;12,36;19,01;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151214;03.06.24 00:06:10;-20,895;-0,111;3,011;0,705;14,902;800,192;41,493;72,875;14,840;73,540;14,945;0,319;216,405;15,809;15,738;6374;637,4;;0,0;60;12,35;18,85;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151215;03.06.24 00:07:10;-21,142;-0,111;2,953;0,655;14,885;800,192;40,620;72,855;14,810;73,415;14,905;0,630;252,866;15,815;15,732;6374;637,4;;0,0;60;12,35;18,65;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151216;03.06.24 00:08:10;-21,476;-0,111;2,934;0,644;14,870;800,192;39,708;72,865;14,830;73,420;14,895;0,300;158,186;15,815;15,729;6374;637,4;;0,0;60;12,36;18,81;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151217;03.06.24 00:09:10;-22,160;-0,111;3,045;0,692;14,855;800,192;39,999;73,195;14,795;74,085;14,875;0,346;266,276;15,806;15,726;6374;637,4;;0,0;60;12,34;18,77;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
