Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2170002;bis:;2180000
Ausgelesen am:;11.07.2024 09:10:18;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179808;21.06.24 00:00:05;-9,353;-0,111;8,553;2,224;20,372;800,180;25,230;89,290;20,760;90,700;20,840;0,132;35,049;20,905;22,251;6374;637,4;;0,0;60;12,39;24,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179809;21.06.24 00:01:05;-8,947;-0,111;8,571;2,213;20,365;800,180;24,912;89,495;20,740;90,825;20,835;0,079;71,393;20,902;22,248;6374;637,4;;0,0;60;12,38;24,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179810;21.06.24 00:02:05;-8,860;-0,111;8,610;2,183;20,352;800,180;24,612;89,730;20,730;90,895;20,805;-0,012;168,036;20,902;22,227;6374;637,4;;0,0;60;12,38;24,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179811;21.06.24 00:03:05;-8,351;-0,111;8,664;2,166;20,340;800,180;24,750;89,655;20,690;90,645;20,765;0,074;184,725;20,896;22,205;6374;637,4;;0,0;60;12,37;24,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179812;21.06.24 00:04:05;-7,622;-0,111;8,800;2,192;20,338;800,180;25,107;89,805;20,675;90,945;20,730;0,000;150,823;20,902;22,181;6374;637,4;;0,0;60;12,37;24,37;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179813;21.06.24 00:05:05;-7,329;-0,111;8,710;2,248;20,317;800,180;24,837;89,770;20,675;90,910;20,725;0,080;135,658;20,902;22,187;6374;637,4;;0,0;60;12,38;24,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179814;21.06.24 00:06:05;-7,330;-0,111;8,665;2,286;20,307;800,180;25,077;89,760;20,635;90,870;20,710;0,110;204,649;20,896;22,181;6374;637,4;;0,0;60;12,37;24,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179815;21.06.24 00:07:05;-7,329;-0,111;8,654;2,342;20,305;800,180;24,705;89,765;20,635;90,920;20,675;0,139;274,123;20,902;22,175;6374;637,4;;0,0;60;12,36;24,48;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179816;21.06.24 00:08:05;-6,836;-0,111;8,743;2,389;20,290;800,180;24,990;89,790;20,600;90,945;20,675;0,040;269,679;20,896;22,172;6374;637,4;;0,0;60;12,37;24,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179817;21.06.24 00:09:05;-4,009;-0,111;8,649;2,389;20,283;800,180;25,623;89,775;20,625;90,740;20,665;0,141;242,241;20,902;22,160;6374;637,4;;0,0;60;12,37;24,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179818;21.06.24 00:10:05;-3,608;-0,111;8,726;2,398;20,263;800,180;25,608;89,815;20,630;90,820;20,665;0,057;198,073;20,902;22,154;6374;637,4;;0,0;60;12,38;24,37;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179819;21.06.24 00:11:05;-3,309;-0,111;8,671;2,402;20,247;800,180;24,702;89,760;20,590;90,675;20,650;0,012;305,533;20,896;22,157;6374;637,4;;0,0;60;12,36;24,60;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179820;21.06.24 00:12:05;-3,012;-0,111;8,735;2,327;20,235;800,180;23,841;89,810;20,620;90,780;20,675;-0,019;118,997;20,902;22,123;6374;637,4;;0,0;60;12,38;24,40;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179821;21.06.24 00:13:05;-3,022;-0,111;8,866;2,353;20,228;800,180;23,682;89,975;20,640;91,260;20,705;0,086;96,683;20,890;22,123;6374;637,4;;0,0;60;12,38;24,21;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179822;21.06.24 00:14:05;-3,153;-0,111;8,889;2,464;20,230;800,180;24,375;89,955;20,645;91,050;20,730;0,109;97,228;20,902;22,117;6374;637,4;;0,0;60;12,38;24,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179823;21.06.24 00:15:05;-3,125;-0,111;8,767;2,538;20,220;800,180;24,819;89,905;20,605;90,935;20,720;0,532;95,259;20,896;22,104;6374;637,4;;0,0;60;12,39;24,17;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179824;21.06.24 00:16:05;-3,085;-0,111;8,769;2,532;20,195;800,180;24,426;89,980;20,635;91,110;20,725;0,224;70,943;20,896;22,105;6374;637,4;;0,0;60;12,38;24,21;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179825;21.06.24 00:17:05;-2,664;-0,111;8,578;2,436;20,190;800,180;24,201;90,045;20,600;90,860;20,705;0,268;118,710;20,902;22,092;6374;637,4;;0,0;60;12,38;24,29;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179826;21.06.24 00:18:05;-2,807;-0,111;8,700;2,271;20,182;800,183;24,222;90,145;20,595;91,150;20,685;0,049;145,935;20,896;22,089;6374;637,4;;0,0;60;12,39;24,09;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
