Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2360001;bis:;2379999
Ausgelesen am:;18.12.2024 12:41:02;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335057;31.08.24 00:00:05;-42,911;-0,111;15,584;2,313;21,217;800,180;36,912;73,940;21,115;73,790;21,285;0,618;228,240;23,344;23,048;6374;637,4;;0,0;60;12,35;25,32;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335058;31.08.24 00:01:05;-42,891;-0,111;15,405;2,189;21,208;800,180;36,735;73,990;21,095;73,710;21,265;0,875;286,594;23,344;22,959;6374;637,4;;0,0;60;12,34;25,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335059;31.08.24 00:02:05;-42,886;-0,111;15,434;2,184;21,195;800,180;37,362;74,035;21,110;73,935;21,275;0,926;88,493;23,344;22,938;6374;637,4;;0,0;60;12,35;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335060;31.08.24 00:03:05;-42,984;-0,111;15,387;2,174;21,200;800,180;36,990;74,040;21,060;73,830;21,210;0,616;229,961;23,344;22,984;6374;637,4;;0,0;60;12,34;25,32;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335061;31.08.24 00:04:05;-43,014;-0,111;15,358;2,104;21,182;800,180;36,849;74,160;21,045;73,960;21,225;0,580;157,849;23,344;22,975;6374;637,4;;0,0;60;12,35;25,44;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335062;31.08.24 00:05:05;-42,988;-0,111;15,296;2,049;21,173;800,180;37,941;74,230;21,065;74,175;21,210;0,889;178,954;23,344;22,883;6374;637,4;;0,0;60;12,34;25,24;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335063;31.08.24 00:06:05;-43,030;-0,111;15,331;2,064;21,157;800,180;36,054;74,245;21,015;74,205;21,175;0,920;259,009;23,341;22,819;6374;637,4;;0,0;60;12,34;25,24;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335064;31.08.24 00:07:05;-43,122;-0,111;15,294;2,045;21,145;800,180;38,364;74,405;21,060;74,300;21,195;0,585;33,694;23,326;22,856;6374;637,4;;0,0;60;12,35;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335065;31.08.24 00:08:05;-43,135;-0,111;15,329;2,102;21,142;800,180;37,056;74,490;20,995;74,440;21,165;0,233;208,209;23,310;22,935;6374;637,4;;0,0;60;12,35;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335066;31.08.24 00:09:05;-43,036;-0,111;15,522;2,120;21,130;800,180;38,406;74,530;20,975;74,520;21,155;0,115;183,718;23,313;23,084;6374;637,4;;0,0;60;12,35;25,28;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335067;31.08.24 00:10:05;-43,056;-0,111;15,398;2,221;21,125;800,180;37,713;74,460;21,005;74,310;21,165;0,473;112,404;23,323;23,048;6374;637,4;;0,0;60;12,35;25,24;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335068;31.08.24 00:11:05;-43,160;-0,111;15,375;2,240;21,105;800,180;37,839;74,385;20,950;74,255;21,120;0,517;301,039;23,298;23,087;6374;637,4;;0,0;60;12,34;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335069;31.08.24 00:12:05;-43,205;-0,111;15,476;2,211;21,083;800,180;37,404;74,465;20,960;74,340;21,115;0,136;170,871;23,280;23,109;6374;637,4;;0,0;60;12,35;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335070;31.08.24 00:13:05;-43,329;-0,111;15,500;2,340;21,087;800,180;37,194;74,490;20,940;74,355;21,115;0,342;231,491;23,280;23,188;6374;637,4;;0,0;60;12,35;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335071;31.08.24 00:14:05;-43,512;-0,111;15,276;2,240;21,063;800,180;38,715;74,490;20,920;74,175;21,100;0,723;249,632;23,265;23,057;6374;637,4;;0,0;60;12,34;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335072;31.08.24 00:15:05;-43,646;-0,111;15,337;2,164;21,040;800,180;37,674;74,600;20,910;74,460;21,045;0,432;214,071;23,264;22,993;6374;637,4;;0,0;60;12,35;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335073;31.08.24 00:16:05;-43,854;-0,111;15,408;2,123;21,025;800,180;37,065;74,760;20,880;74,765;21,035;0,545;93,077;23,252;23,139;6374;637,4;;0,0;60;12,35;25,28;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335074;31.08.24 00:17:05;-44,102;-0,111;15,374;2,172;21,010;800,180;37,752;74,760;20,875;74,675;21,035;0,819;248,749;23,255;23,118;6374;637,4;;0,0;60;12,34;25,24;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335075;31.08.24 00:18:05;-44,283;-0,111;15,363;2,166;21,002;800,180;37,365;74,765;20,915;74,690;21,075;0,626;16,577;23,249;23,005;6374;637,4;;0,0;60;12,36;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335076;31.08.24 00:19:05;-44,573;-0,111;15,522;2,340;20,993;800,180;35,304;74,770;20,910;74,585;21,075;0,136;115,358;23,246;23,045;6374;637,4;;0,0;60;12,35;25,16;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335077;31.08.24 00:20:05;-44,870;-0,111;15,606;2,434;20,993;800,180;37,101;74,760;20,875;74,470;21,080;0,313;116,297;23,246;23,209;6374;637,4;;0,0;60;12,36;25,08;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335078;31.08.24 00:21:05;-45,183;-0,111;15,491;2,534;20,983;800,180;35,979;74,710;20,895;74,370;21,125;0,541;25,813;23,246;23,189;6374;637,4;;0,0;60;12,37;25,12;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335079;31.08.24 00:22:05;-45,535;-0,111;15,345;2,523;20,975;800,180;37,113;74,640;20,885;74,195;21,120;0,477;150,896;23,246;23,157;6374;637,4;;0,0;60;12,36;25,04;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335080;31.08.24 00:23:05;-45,746;-0,111;15,075;2,402;20,975;800,180;36,093;74,540;20,850;73,980;21,095;0,797;227,278;23,246;23,066;6374;637,4;;0,0;60;12,34;25,08;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335081;31.08.24 00:24:05;-45,930;-0,111;15,153;2,238;20,960;800,180;36,123;74,525;20,850;74,210;21,075;0,516;249,553;23,243;22,956;6374;637,4;;0,0;60;12,34;25,04;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335082;31.08.24 00:25:05;-46,164;-0,111;15,011;2,274;20,950;800,180;36,588;74,540;20,830;74,200;21,055;0,551;216,084;23,240;23,002;6374;637,4;;0,0;60;12,35;25,20;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
