Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2705774;bis:;2710168
Ausgelesen am:;08.05.2025 10:05:26;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695128;28.04.25 00:10:05;-68,309;-0,111;27,923;3,601;8,743;800,192;4,092;0,340;-29,545;83,975;9,310;0,025;151,678;19,358;20,030;6377;637,7;;0,0;60;12,37;12,34;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695129;28.04.25 00:11:05;-68,064;-0,111;28,092;3,911;8,733;800,201;4,092;0,340;-29,540;84,460;9,335;0,004;162,956;19,340;20,020;6377;637,7;;0,0;60;12,37;12,22;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695130;28.04.25 00:12:05;-67,897;-0,111;28,010;4,220;8,710;800,195;4,098;0,340;-29,540;84,600;9,390;-0,007;147,966;19,337;20,023;6377;637,7;;0,0;60;12,38;12,06;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695131;28.04.25 00:13:05;-68,031;-0,111;27,982;4,392;8,695;800,192;4,092;0,340;-29,540;84,120;9,445;0,014;101,436;19,327;20,014;6377;637,7;;0,0;60;12,37;12,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695132;28.04.25 00:14:05;-67,863;-0,111;27,929;4,406;8,695;800,192;4,089;0,340;-29,550;83,720;9,460;-0,015;116,978;19,282;20,017;6377;637,7;;0,0;60;12,37;12,18;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695133;28.04.25 00:15:05;-67,618;-0,111;28,045;4,481;8,685;800,198;4,089;0,340;-29,540;83,870;9,495;-0,008;95,709;19,263;20,002;6377;637,7;;0,0;60;12,38;11,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695134;28.04.25 00:16:05;-67,788;-0,111;27,876;4,669;8,680;800,198;4,095;0,340;-29,540;83,800;9,550;0,110;166,742;19,242;19,984;6377;637,7;;0,0;60;12,37;12,26;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695135;28.04.25 00:17:05;-68,105;-0,111;27,666;4,691;8,675;800,192;4,092;0,340;-29,545;83,320;9,650;0,220;118,041;19,236;19,972;6377;637,7;;0,0;60;12,37;12,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695136;28.04.25 00:18:05;-68,073;-0,111;27,429;4,401;8,675;800,195;4,104;0,340;-29,540;82,695;9,615;0,219;123,548;19,224;19,935;6377;637,7;;0,0;60;12,37;12,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695137;28.04.25 00:19:05;-67,996;-0,111;27,372;4,093;8,642;800,201;4,095;0,340;-29,540;82,175;9,570;0,004;101,498;19,190;19,929;6377;637,7;;0,0;60;12,37;12,06;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695138;28.04.25 00:20:05;-68,014;-0,111;27,374;4,064;8,642;800,195;4,101;0,340;-29,540;82,400;9,475;0,027;103,860;19,160;19,929;6377;637,7;;0,0;60;12,37;11,98;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695139;28.04.25 00:21:05;-68,391;-0,111;27,212;3,942;8,627;800,201;4,098;0,340;-29,540;82,595;9,440;0,584;112,314;19,147;19,926;6377;637,7;;0,0;60;12,37;12,14;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695140;28.04.25 00:22:05;-68,408;-0,111;26,976;3,541;8,597;800,198;4,098;0,340;-29,540;82,665;9,360;0,745;113,912;19,144;19,926;6377;637,7;;0,0;60;12,37;11,94;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695141;28.04.25 00:23:05;-68,099;-0,111;26,945;3,054;8,557;800,198;4,092;0,340;-29,540;82,915;9,255;0,589;113,738;19,135;19,926;6377;637,7;;0,0;60;12,37;11,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695142;28.04.25 00:24:05;-68,077;-0,111;27,000;2,779;8,503;800,198;4,101;0,340;-29,540;83,335;9,180;0,505;109,626;19,108;19,911;6377;637,7;;0,0;60;12,37;11,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695143;28.04.25 00:25:05;-68,290;-0,111;27,003;2,725;8,465;800,204;4,092;0,340;-29,540;83,650;9,090;0,524;121,601;19,053;19,901;6377;637,7;;0,0;60;12,37;11,75;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695144;28.04.25 00:26:05;-68,316;-0,111;27,035;2,749;8,430;800,201;4,095;0,340;-29,540;84,020;9,030;0,360;123,519;19,047;19,880;6377;637,7;;0,0;60;12,37;11,98;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695145;28.04.25 00:27:05;-68,178;-0,111;27,112;2,878;8,397;800,204;4,095;0,340;-29,540;84,555;9,000;0,207;106,830;19,044;19,874;6377;637,7;;0,0;60;12,37;11,79;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695146;28.04.25 00:28:05;-67,898;-0,111;27,304;3,167;8,382;800,204;4,092;0,340;-29,540;85,295;9,000;0,193;132,733;19,041;19,852;6377;637,7;;0,0;60;12,37;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695147;28.04.25 00:29:05;-67,979;-0,111;27,192;3,441;8,372;800,204;4,089;0,340;-29,540;85,025;9,035;0,136;100,277;19,007;19,837;6377;637,7;;0,0;60;12,37;11,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695148;28.04.25 00:30:05;-67,826;-0,111;27,115;3,476;8,342;800,201;4,098;0,340;-29,540;84,410;8,975;0,120;109,058;18,976;19,843;6377;637,7;;0,0;60;12,36;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695149;28.04.25 00:31:05;-67,718;-0,111;27,151;3,439;8,323;800,204;4,089;0,340;-29,540;84,750;8,955;0,151;131,631;18,949;19,825;6377;637,7;;0,0;60;12,36;11,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695150;28.04.25 00:32:05;-67,776;-0,111;27,099;3,562;8,290;800,204;4,098;0,340;-29,540;85,075;8,985;0,086;133,178;18,949;19,828;6377;637,7;;0,0;60;12,37;11,51;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695151;28.04.25 00:33:05;-67,777;-0,111;27,106;3,684;8,280;800,204;4,095;0,340;-29,540;84,950;8,985;0,105;105,683;18,943;19,828;6377;637,7;;0,0;60;12,37;11,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695152;28.04.25 00:34:05;-67,955;-0,111;27,021;3,600;8,260;800,201;4,095;0,340;-29,540;84,775;8,975;0,192;109,181;18,919;19,819;6377;637,7;;0,0;60;12,37;11,51;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695153;28.04.25 00:35:05;-68,086;-0,111;26,894;3,386;8,233;800,204;4,095;0,340;-29,540;84,295;8,930;0,234;115,779;18,876;19,819;6377;637,7;;0,0;60;12,36;11,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695154;28.04.25 00:36:05;-68,099;-0,111;26,919;3,290;8,210;800,204;4,098;0,340;-29,540;84,475;8,860;0,253;107,235;18,861;19,798;6377;637,7;;0,0;60;12,37;11,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695155;28.04.25 00:37:05;-68,135;-0,111;26,844;3,311;8,180;800,204;4,092;0,340;-29,540;84,395;8,815;0,374;117,788;18,854;19,795;6377;637,7;;0,0;60;12,36;11,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695156;28.04.25 00:38:05;-68,092;-0,111;26,781;3,043;8,140;800,204;4,092;0,340;-29,540;84,425;8,750;0,307;113,586;18,821;19,764;6377;637,7;;0,0;60;12,37;11,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695157;28.04.25 00:39:05;-67,882;-0,111;26,846;3,049;8,117;800,204;4,089;0,340;-29,540;85,025;8,715;0,155;114,289;18,821;19,749;6377;637,7;;0,0;60;12,37;11,39;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695158;28.04.25 00:40:05;-67,824;-0,111;26,878;3,161;8,095;800,204;4,089;0,340;-29,540;84,925;8,660;0,123;108,343;18,803;19,746;6377;637,7;;0,0;60;12,37;11,31;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695159;28.04.25 00:41:05;-67,765;-0,111;26,903;3,185;8,065;800,204;4,092;0,340;-29,540;84,905;8,640;0,224;98,499;18,763;19,733;6377;637,7;;0,0;60;12,36;11,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695160;28.04.25 00:42:05;-67,769;-0,111;26,823;3,187;8,035;800,204;4,095;0,340;-29,540;84,995;8,585;0,127;102,881;18,760;19,733;6377;637,7;;0,0;60;12,36;11,27;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695161;28.04.25 00:43:05;-67,645;-0,111;26,826;3,254;8,005;800,204;4,098;0,340;-29,540;85,200;8,550;0,141;99,309;18,754;19,727;6377;637,7;;0,0;60;12,38;11,47;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695162;28.04.25 00:44:05;-67,708;-0,111;26,892;3,328;7,988;800,204;4,092;0,340;-29,540;85,480;8,535;0,136;106,037;18,739;19,724;6377;637,7;;0,0;60;12,36;11,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695163;28.04.25 00:45:05;-67,671;-0,111;26,770;3,340;7,975;800,204;4,092;0,340;-29,540;85,230;8,510;0,236;103,984;18,708;19,712;6377;637,7;;0,0;60;12,37;11,43;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695164;28.04.25 00:46:05;-67,460;-0,111;26,785;3,263;7,930;800,204;4,104;0,340;-29,540;85,395;8,465;0,250;103,961;18,662;19,712;6377;637,7;;0,0;60;12,36;11,27;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695165;28.04.25 00:47:05;-67,357;-0,111;26,797;3,311;7,923;800,204;4,101;0,340;-29,540;85,720;8,480;0,243;111,999;18,656;19,675;6377;637,7;;0,0;60;12,36;11,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695166;28.04.25 00:48:05;-67,261;-0,111;26,823;3,404;7,880;800,204;4,098;0,340;-29,540;85,800;8,480;0,135;123,446;18,653;19,627;6377;637,7;;0,0;60;12,36;11,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695167;28.04.25 00:49:05;-67,155;-0,111;26,859;3,576;7,865;800,204;4,092;0,340;-29,540;85,775;8,495;0,224;113,355;18,647;19,596;6377;637,7;;0,0;60;12,36;11,15;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695168;28.04.25 00:50:05;-66,964;-0,111;26,764;3,603;7,858;800,204;4,098;0,340;-29,540;85,675;8,490;0,271;108,411;18,628;19,572;6377;637,7;;0,0;60;12,36;11,15;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695169;28.04.25 00:51:05;-66,955;-0,111;26,672;3,617;7,830;800,204;4,104;0,340;-29,540;85,595;8,490;0,213;97,071;18,561;19,553;6377;637,7;;0,0;60;12,36;11,35;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695170;28.04.25 00:52:05;-67,079;-0,111;26,609;3,668;7,832;800,204;4,101;0,340;-29,540;85,270;8,430;0,042;112,163;18,567;19,538;6377;637,7;;0,0;60;12,36;11,27;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695171;28.04.25 00:53:05;-66,896;-0,111;26,721;3,615;7,800;800,204;4,101;0,340;-29,540;85,860;8,400;0,138;119,593;18,558;19,547;6377;637,7;;0,0;60;12,37;10,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695172;28.04.25 00:54:05;-66,813;-0,111;26,738;3,699;7,788;800,204;4,098;0,340;-29,540;86,370;8,450;0,199;110,278;18,555;19,535;6377;637,7;;0,0;60;12,35;11,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695173;28.04.25 00:55:05;-66,699;-0,111;26,640;3,699;7,770;800,204;4,095;0,340;-29,540;86,075;8,460;0,347;113,006;18,546;19,520;6377;637,7;;0,0;60;12,36;11,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695174;28.04.25 00:56:05;-66,609;-0,111;26,528;3,627;7,737;800,204;4,098;0,340;-29,540;85,785;8,440;0,267;114,795;18,494;19,520;6377;637,7;;0,0;60;12,36;11,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695175;28.04.25 00:57:05;-66,340;-0,111;26,548;3,607;7,730;800,204;4,098;0,340;-29,540;85,650;8,370;0,041;113,158;18,482;19,511;6377;637,7;;0,0;60;12,35;11,19;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695176;28.04.25 00:58:05;-66,324;-0,111;26,613;3,757;7,710;800,204;4,101;0,340;-29,540;86,280;8,380;0,137;109,080;18,461;19,496;6377;637,7;;0,0;60;12,37;11,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695177;28.04.25 00:59:05;-66,310;-0,111;26,418;3,645;7,690;800,204;4,098;0,340;-29,540;85,860;8,380;0,323;111,246;18,461;19,480;6377;637,7;;0,0;60;12,36;10,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695178;28.04.25 01:00:05;-66,197;-0,111;26,403;3,371;7,680;800,204;4,101;0,340;-29,540;85,490;8,310;0,394;121,489;18,461;19,459;6377;637,7;;0,0;60;12,35;10,95;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695179;28.04.25 01:01:05;-66,365;-0,111;26,364;3,303;7,645;800,204;4,098;0,340;-29,540;85,955;8,305;0,209;125,471;18,458;19,444;6377;637,7;;0,0;60;12,35;10,99;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695180;28.04.25 01:02:05;-66,000;-0,111;26,450;3,403;7,627;800,204;4,107;0,340;-29,540;86,255;8,305;0,139;130,146;18,446;19,444;6377;637,7;;0,0;60;12,36;11,11;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695181;28.04.25 01:03:05;-65,762;-0,111;26,416;3,553;7,622;800,204;4,110;0,340;-29,540;86,205;8,295;0,097;120,572;18,403;19,437;6377;637,7;;0,0;60;12,36;10,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695182;28.04.25 01:04:05;-65,939;-0,111;26,277;3,608;7,613;800,204;4,107;0,340;-29,540;86,140;8,295;0,177;112,123;18,375;19,437;6377;637,7;;0,0;60;12,35;11,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695183;28.04.25 01:05:05;-65,919;-0,111;26,188;3,489;7,597;800,204;4,095;0,340;-29,540;86,280;8,275;0,197;117,293;18,363;19,437;6377;637,7;;0,0;60;12,36;11,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
