Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;3050001;bis:;3051048
Ausgelesen am:;23.09.25 02:00:10;von:;User
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";RH-oben [%RH] = m8 /E8/"190039";LT-oben [degC] = n5 /E13/"190040";RH-unten [%RH] = n6 /E14/"190040";LT-unten [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050928;23.09.25 00:00:10;-11,376;-0,111;6,297;2,546;10,397;800,192;5,574;82,010;11,255;84,995;11,235;0,054;326,475;14,469;16,569;6377;637,7;;0,0;60;12,21;10,83;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050929;23.09.25 00:01:10;-11,708;-0,111;6,255;2,518;10,403;800,192;5,574;82,040;11,255;84,765;11,210;0,462;311,929;14,469;16,575;6377;637,7;;0,0;60;12,20;11,03;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050930;23.09.25 00:02:10;-11,535;-0,111;6,259;2,572;10,410;800,192;5,580;81,885;11,275;84,670;11,205;0,356;219,932;14,457;16,553;6377;637,7;;0,0;60;12,22;10,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050931;23.09.25 00:03:10;-10,995;-0,111;6,244;2,527;10,417;800,192;5,568;81,795;11,245;84,560;11,210;0,332;234,068;14,457;16,550;6377;637,7;;0,0;60;12,21;11,07;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050932;23.09.25 00:04:10;-10,184;-0,111;6,307;2,495;10,427;800,192;5,577;81,770;11,230;84,495;11,215;0,162;283,866;14,457;16,538;6377;637,7;;0,0;60;12,22;10,87;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050933;23.09.25 00:05:10;-9,434;-0,111;6,411;2,593;10,430;800,192;5,559;81,670;11,280;84,530;11,290;0,096;158,299;14,457;16,532;6377;637,7;;0,0;60;12,22;10,71;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050934;23.09.25 00:06:10;-9,135;-0,111;6,347;2,679;10,447;800,192;5,559;81,565;11,265;84,455;11,290;0,229;183,111;14,439;16,535;6377;637,7;;0,0;60;12,23;10,56;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050935;23.09.25 00:07:10;-9,032;-0,111;6,276;2,682;10,462;800,192;5,568;81,505;11,320;84,140;11,300;0,169;157,708;14,420;16,541;6377;637,7;;0,0;60;12,23;10,67;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050936;23.09.25 00:08:10;-8,938;-0,111;6,259;2,679;10,485;800,192;5,556;81,405;11,290;84,060;11,290;0,117;299,976;14,420;16,541;6377;637,7;;0,0;60;12,21;10,75;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050937;23.09.25 00:09:10;-9,072;-0,111;6,060;2,599;10,502;800,192;5,553;81,320;11,265;83,845;11,305;0,588;323,353;14,402;16,517;6377;637,7;;0,0;60;12,22;10,63;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
