Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27212
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Parkplatz
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;2440001;bis:;2459999
Ausgelesen am:;26.02.2025 11:15:17;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800016";SR1 [W/m2] = m2 /E2/"800016";IR2 [W/m2] = m3 /E3/"800016";SR2 [W/m2] = m4 /E4/"800016";Temp [degC] = m5 /E5/"800016";Luftdruck [mbar] = m6 /E6/"190039";Bodenfeucht [vol%] = m7 /E7/"190039";Luftfeu-1 [%RH] = m8 /E8/"190039";Luftemp-1 [degC] = n5 /E13/"190040";Luftfeu-2 [%RH] = n6 /E14/"190040";Lufttemp-2 [degC] = n7 /E15/"190040";Windgeschw [m/s] = n8 /E16/"190040";Windricht [grad] = p1 /E17/"190040";Bodentemp-1 [degC] = r3 /E27/"158060";Bodentemp-2 [degC] = r4 /E28/"158060";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Z hlvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldst rke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453640;13.11.24 00:00:10;-23,547;-0,111;-1,415;0,585;7,625;800,192;31,254;76,435;7,775;76,885;7,820;0,471;31,511;7,233;7,230;6374;637,4;;0,0;60;11,63;8,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453641;13.11.24 00:01:10;-32,474;-0,111;-1,815;0,536;7,608;800,192;31,131;76,465;7,760;76,975;7,790;0,076;128,739;7,230;7,159;6374;637,4;;0,0;60;11,65;8,10;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453642;13.11.24 00:02:10;-46,017;-0,111;-2,363;0,528;7,585;800,192;31,137;76,535;7,740;77,090;7,770;0,036;181,468;7,233;7,086;6374;637,4;;0,0;60;11,63;8,13;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453643;13.11.24 00:03:10;-58,878;-0,111;-2,918;0,469;7,557;800,192;31,086;76,560;7,725;77,150;7,730;-0,019;197,066;7,230;6,934;6374;637,4;;0,0;60;11,63;7,98;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453644;13.11.24 00:04:10;-65,411;-0,111;-3,242;0,474;7,512;800,192;31,062;76,635;7,695;77,385;7,700;0,000;171,692;7,230;6,766;6374;637,4;;0,0;60;11,63;7,90;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453645;13.11.24 00:05:10;-66,415;-0,111;-3,382;0,536;7,462;800,192;31,179;76,860;7,695;77,560;7,675;0,091;116,848;7,230;6,647;6374;637,4;;0,0;60;11,63;8,17;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453646;13.11.24 00:06:10;-65,375;-0,111;-3,248;0,648;7,420;800,192;31,221;76,835;7,625;77,840;7,630;0,029;180,894;7,230;6,580;6374;637,4;;0,0;60;11,64;7,86;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453647;13.11.24 00:07:10;-63,956;-0,111;-3,251;0,702;7,367;800,192;31,305;76,930;7,630;77,790;7,625;-0,016;95,423;7,230;6,491;6374;637,4;;0,0;60;11,63;7,82;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453648;13.11.24 00:08:10;-62,482;-0,111;-3,128;0,658;7,315;800,192;31,275;76,995;7,565;77,935;7,560;-0,007;235,879;7,233;6,403;6374;637,4;;0,0;60;11,62;7,90;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453649;13.11.24 00:09:10;-61,820;-0,111;-3,033;0,699;7,253;800,192;31,272;77,105;7,530;78,180;7,495;0,098;223,251;7,230;6,341;6374;637,4;;0,0;60;11,64;7,86;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453650;13.11.24 00:10:10;-61,315;-0,111;-2,873;0,610;7,215;800,192;31,107;77,150;7,470;78,295;7,430;0,265;265,939;7,233;6,317;6374;637,4;;0,0;60;11,62;7,58;;14;A27212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
