"Plot-Titel: Dunkle Seite der Macht"
"Anz.","Datum Zeit, GMT+02:00","PAR, µmol/m²/s (LGR S/N: 21901547, SEN S/N: 21894160)","Sonnenstrahlung, W/m² (LGR S/N: 21901547, SEN S/N: 21903639)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)"
3783,09.11.25 02:50:14 AM,1.2,0.6,12.346,96.052,12.218,97.148
3784,09.11.25 02:51:14 AM,1.2,0.6,12.346,95.995,12.218,97.153
3785,09.11.25 02:52:14 AM,1.2,0.6,12.325,95.956,12.196,97.144
3786,09.11.25 02:53:14 AM,1.2,0.6,12.303,95.874,12.218,97.134
3787,09.11.25 02:54:14 AM,1.2,0.6,12.282,95.990,12.218,97.101
3788,09.11.25 02:55:14 AM,1.2,0.6,12.282,95.998,12.218,97.082
3789,09.11.25 02:56:14 AM,1.2,0.6,12.282,95.984,12.218,97.064
3790,09.11.25 02:57:14 AM,1.2,0.6,12.196,95.995,12.175,97.018
3791,09.11.25 02:58:14 AM,1.2,0.6,12.239,95.972,12.153,97.005
3792,09.11.25 02:59:14 AM,1.2,0.6,12.218,96.062,12.153,96.942
3793,09.11.25 03:00:14 AM,1.2,0.6,12.196,96.089,12.153,96.913
3794,09.11.25 03:01:14 AM,1.2,0.6,12.175,96.086,12.110,96.927
3795,09.11.25 03:02:14 AM,1.2,0.6,12.153,96.022,12.089,96.919
3796,09.11.25 03:03:14 AM,1.2,0.6,12.132,96.034,12.089,96.904
3797,09.11.25 03:04:14 AM,1.2,0.6,12.153,96.121,12.046,96.883
3798,09.11.25 03:05:14 AM,1.2,0.6,12.153,96.141,12.046,96.896
3799,09.11.25 03:06:14 AM,1.2,0.6,12.132,96.139,12.046,96.896
3800,09.11.25 03:07:14 AM,1.2,0.6,12.110,96.062,12.003,96.864
3801,09.11.25 03:08:14 AM,1.2,0.6,12.046,95.962,11.982,96.835
3802,09.11.25 03:09:14 AM,1.2,0.6,12.067,96.036,12.003,96.837
3803,09.11.25 03:10:14 AM,1.2,0.6,12.067,96.304,11.982,96.904
3804,09.11.25 03:11:14 AM,1.2,0.6,12.089,96.519,11.939,97.029
3805,09.11.25 03:12:14 AM,1.2,0.6,12.089,96.704,11.982,97.224
3806,09.11.25 03:13:14 AM,1.2,0.6,12.132,96.718,11.960,97.279
3807,09.11.25 03:14:14 AM,1.2,0.6,12.153,96.654,11.982,97.321
3808,09.11.25 03:15:14 AM,1.2,0.6,12.153,96.503,11.982,97.290
3809,09.11.25 03:16:14 AM,1.2,0.6,12.132,96.391,11.939,97.308
3810,09.11.25 03:17:14 AM,1.2,0.6,12.110,96.350,11.960,97.224
3811,09.11.25 03:18:14 AM,1.2,0.6,12.110,96.283,11.939,97.198
3812,09.11.25 03:19:14 AM,1.2,0.6,12.067,96.242,11.874,97.206
3813,09.11.25 03:20:14 AM,1.2,0.6,12.067,96.497,11.874,97.212
3814,09.11.25 03:21:14 AM,1.2,0.6,12.153,96.699,11.917,97.313
3815,09.11.25 03:22:14 AM,1.2,0.6,12.175,96.666,11.917,97.325
3816,09.11.25 03:23:14 AM,1.2,0.6,12.175,96.556,11.960,97.350
3817,09.11.25 03:24:14 AM,1.2,0.6,12.218,96.521,11.960,97.409
3818,09.11.25 03:25:14 AM,1.2,0.6,12.218,96.493,11.982,97.404
3819,09.11.25 03:26:14 AM,1.2,0.6,12.218,96.455,11.982,97.421
3820,09.11.25 03:27:14 AM,1.2,0.6,12.218,96.233,11.917,97.400
3821,09.11.25 03:28:14 AM,1.2,0.6,12.175,96.086,11.939,97.359
3822,09.11.25 03:29:14 AM,1.2,0.6,12.153,96.072,11.939,97.366
3823,09.11.25 03:30:14 AM,1.2,0.6,12.132,96.043,11.917,97.372
3824,09.11.25 03:31:14 AM,1.2,0.6,12.089,95.953,11.917,97.357
3825,09.11.25 03:32:14 AM,1.2,0.6,12.046,95.903,11.896,97.371
3826,09.11.25 03:33:14 AM,1.2,0.6,12.025,95.679,11.853,97.275
3827,09.11.25 03:34:14 AM,1.2,0.6,11.917,95.622,11.831,97.189
3828,09.11.25 03:35:14 AM,1.2,0.6,11.917,95.720,11.810,97.093
3829,09.11.25 03:36:14 AM,1.2,0.6,11.874,95.865,11.789,97.119
3830,09.11.25 03:37:14 AM,1.2,0.6,11.853,95.979,11.767,97.111
3831,09.11.25 03:38:14 AM,1.2,0.6,11.853,96.080,11.767,97.125
3832,09.11.25 03:39:14 AM,1.2,0.6,11.874,96.182,11.746,97.079
3833,09.11.25 03:40:14 AM,1.2,0.6,11.831,96.204,11.724,97.093
3834,09.11.25 03:41:14 AM,1.2,0.6,11.810,96.100,11.746,97.115
3835,09.11.25 03:42:14 AM,1.2,0.6,11.789,95.961,11.681,97.066
3836,09.11.25 03:43:14 AM,1.2,0.6,11.767,95.933,11.660,97.023
3837,09.11.25 03:44:14 AM,1.2,0.6,11.767,96.016,11.681,96.938
3838,09.11.25 03:45:14 AM,1.2,0.6,11.703,95.949,11.638,96.905
3839,09.11.25 03:46:14 AM,1.2,0.6,11.681,95.993,11.617,96.909
3840,09.11.25 03:47:14 AM,1.2,0.6,11.660,96.173,11.596,96.947
3841,09.11.25 03:48:14 AM,1.2,0.6,11.660,96.333,11.617,97.084
3842,09.11.25 03:49:14 AM,1.2,0.6,11.638,96.429,11.660,97.148
3843,09.11.25 03:50:14 AM,1.2,0.6,11.660,96.382,11.638,97.144
3844,09.11.25 03:51:14 AM,1.2,0.6,11.617,96.397,11.617,97.119
3845,09.11.25 03:52:14 AM,1.2,0.6,11.596,96.443,11.596,97.125
3846,09.11.25 03:53:14 AM,1.2,0.6,11.660,96.657,11.596,97.183
3847,09.11.25 03:54:14 AM,1.2,0.6,11.660,96.629,11.596,97.244
3848,09.11.25 03:55:14 AM,1.2,0.6,11.681,96.712,11.617,97.403
3849,09.11.25 03:56:14 AM,1.2,0.6,11.660,96.649,11.617,97.377
3850,09.11.25 03:57:14 AM,1.2,0.6,11.660,96.565,11.638,97.427
3851,09.11.25 03:58:14 AM,1.2,0.6,11.660,96.629,11.596,97.418
3852,09.11.25 03:59:14 AM,1.2,0.6,11.681,96.681,11.617,97.450
3853,09.11.25 04:00:14 AM,1.2,0.6,11.703,96.780,11.638,97.459
3854,09.11.25 04:01:14 AM,1.2,0.6,11.746,96.835,11.617,97.522
3855,09.11.25 04:02:14 AM,1.2,0.6,11.789,96.919,11.638,97.546
3856,09.11.25 04:03:14 AM,1.2,0.6,11.810,96.960,11.660,97.560
3857,09.11.25 04:04:14 AM,1.2,0.6,11.810,96.965,11.660,97.591
3858,09.11.25 04:05:14 AM,1.2,0.6,11.853,97.002,11.724,97.652
3859,09.11.25 04:06:14 AM,1.2,0.6,11.853,97.000,11.724,97.668
3860,09.11.25 04:07:14 AM,1.2,0.6,11.853,96.950,11.703,97.684
3861,09.11.25 04:08:14 AM,1.2,0.6,11.831,96.913,11.660,97.646
3862,09.11.25 04:09:14 AM,1.2,0.6,11.853,96.988,11.703,97.700
3863,09.11.25 04:10:14 AM,1.2,0.6,11.874,97.052,11.746,97.725
3864,09.11.25 04:11:14 AM,1.2,0.6,11.917,97.037,11.767,97.691
3865,09.11.25 04:12:14 AM,1.2,0.6,11.896,96.983,11.789,97.734
3866,09.11.25 04:13:14 AM,1.2,0.6,11.917,96.991,11.767,97.752
3867,09.11.25 04:14:14 AM,1.2,0.6,11.896,96.945,11.810,97.739
3868,09.11.25 04:15:14 AM,1.2,0.6,11.960,96.855,11.789,97.746
3869,09.11.25 04:16:14 AM,1.2,0.6,11.939,96.835,11.831,97.711
3870,09.11.25 04:17:14 AM,1.2,0.6,11.917,96.809,11.789,97.696
3871,09.11.25 04:18:14 AM,1.2,0.6,11.939,96.713,11.767,97.725
3872,09.11.25 04:19:14 AM,1.2,0.6,11.874,96.713,11.789,97.719
3873,09.11.25 04:20:14 AM,1.2,0.6,11.874,96.616,11.724,97.665
3874,09.11.25 04:21:14 AM,1.2,0.6,11.874,96.574,11.767,97.609
3875,09.11.25 04:22:14 AM,1.2,0.6,11.831,96.493,11.767,97.633
3876,09.11.25 04:23:14 AM,1.2,0.6,11.831,96.503,11.724,97.600
3877,09.11.25 04:24:14 AM,1.2,0.6,11.853,96.590,11.703,97.604
3878,09.11.25 04:25:14 AM,1.2,0.6,11.810,96.585,11.724,97.597
3879,09.11.25 04:26:14 AM,1.2,0.6,11.831,96.590,11.724,97.633
3880,09.11.25 04:27:14 AM,1.2,0.6,11.831,96.670,11.703,97.623
3881,09.11.25 04:28:14 AM,1.2,0.6,11.810,96.698,11.681,97.597
3882,09.11.25 04:29:14 AM,1.2,0.6,11.810,96.713,11.681,97.600
3883,09.11.25 04:30:14 AM,1.2,0.6,11.810,96.666,11.660,97.581
3884,09.11.25 04:31:14 AM,1.2,0.6,11.789,96.675,11.703,97.569
3885,09.11.25 04:32:14 AM,1.2,0.6,11.767,96.466,11.660,97.565
3886,09.11.25 04:33:14 AM,1.2,0.6,11.746,96.373,11.681,97.527
3887,09.11.25 04:34:14 AM,1.2,0.6,11.746,96.448,11.681,97.545
3888,09.11.25 04:35:14 AM,1.2,0.6,11.746,96.661,11.681,97.572
3889,09.11.25 04:36:14 AM,1.2,0.6,11.789,96.718,11.703,97.620
3890,09.11.25 04:37:14 AM,1.2,0.6,11.767,96.782,11.724,97.597
3891,09.11.25 04:38:14 AM,1.2,0.6,11.746,96.748,11.681,97.588
3892,09.11.25 04:39:14 AM,1.2,0.6,11.724,96.698,11.681,97.565
3893,09.11.25 04:40:14 AM,1.2,0.6,11.703,96.748,11.638,97.494
3894,09.11.25 04:41:14 AM,1.2,0.6,11.746,96.803,11.660,97.545
3895,09.11.25 04:42:14 AM,1.2,0.6,11.767,96.887,11.638,97.560
3896,09.11.25 04:43:14 AM,1.2,0.6,11.789,96.968,11.617,97.613
3897,09.11.25 04:44:14 AM,1.2,0.6,11.789,97.002,11.660,97.807
3898,09.11.25 04:45:14 AM,1.2,0.6,11.810,96.947,11.681,97.757
3899,09.11.25 04:46:14 AM,1.2,0.6,11.810,97.119,11.703,97.765
3900,09.11.25 04:47:14 AM,1.2,0.6,11.810,97.194,11.724,97.810
3901,09.11.25 04:48:14 AM,1.2,0.6,11.810,97.215,11.724,97.867
3902,09.11.25 04:49:14 AM,1.2,0.6,11.874,97.230,11.746,97.839
3903,09.11.25 04:50:14 AM,1.2,0.6,11.917,97.226,11.810,97.890
3904,09.11.25 04:51:14 AM,1.2,0.6,11.896,97.243,11.789,98.003
3905,09.11.25 04:52:14 AM,1.2,0.6,11.896,97.298,11.831,98.007
3906,09.11.25 04:53:14 AM,1.2,0.6,11.982,97.377,11.853,98.062
3907,09.11.25 04:54:14 AM,1.2,0.6,12.025,97.459,11.917,98.067
3908,09.11.25 04:55:14 AM,1.2,0.6,12.067,97.481,11.982,98.099
3909,09.11.25 04:56:14 AM,1.2,0.6,12.067,97.467,12.003,98.122
3910,09.11.25 04:57:14 AM,1.2,0.6,12.089,97.449,12.046,98.163
3911,09.11.25 04:58:14 AM,1.2,0.6,12.153,97.389,12.089,98.172
3912,09.11.25 04:59:14 AM,1.2,0.6,12.153,97.334,12.089,98.163
3913,09.11.25 05:00:14 AM,1.2,0.6,12.175,97.299,12.110,98.213
3914,09.11.25 05:01:14 AM,1.2,0.6,12.196,97.197,12.153,98.183
3915,09.11.25 05:02:14 AM,1.2,0.6,12.218,97.198,12.175,98.196
3916,09.11.25 05:03:14 AM,1.2,0.6,12.260,97.041,12.196,98.254
3917,09.11.25 05:04:14 AM,1.2,0.6,12.282,96.951,12.260,98.201
3918,09.11.25 05:05:14 AM,1.2,0.6,12.325,96.899,12.260,98.183
3919,09.11.25 05:06:14 AM,1.2,0.6,12.368,96.909,12.282,98.151
3920,09.11.25 05:07:14 AM,1.2,0.6,12.389,96.887,12.325,98.105
3921,09.11.25 05:08:14 AM,1.2,0.6,12.411,96.791,12.368,98.105
3922,09.11.25 05:09:14 AM,1.2,0.6,12.411,96.620,12.389,98.087
3923,09.11.25 05:10:14 AM,1.2,0.6,12.389,96.498,12.346,98.025
3924,09.11.25 05:11:14 AM,1.2,0.6,12.389,96.512,12.346,98.022
3925,09.11.25 05:12:14 AM,1.2,0.6,12.389,96.594,12.411,98.021
3926,09.11.25 05:13:14 AM,1.2,0.6,12.389,96.629,12.389,97.995
3927,09.11.25 05:14:14 AM,1.2,0.6,12.411,96.663,12.389,97.935
3928,09.11.25 05:15:14 AM,1.2,0.6,12.411,96.634,12.411,97.967
3929,09.11.25 05:16:14 AM,1.2,0.6,12.389,96.626,12.432,97.911
3930,09.11.25 05:17:14 AM,1.2,0.6,12.368,96.551,12.389,97.894
3931,09.11.25 05:18:14 AM,1.2,0.6,12.389,96.597,12.368,97.876
3932,09.11.25 05:19:14 AM,1.2,0.6,12.368,96.594,12.389,97.844
3933,09.11.25 05:20:14 AM,1.2,0.6,12.389,96.521,12.368,97.784
3934,09.11.25 05:21:14 AM,1.2,0.6,12.325,96.515,12.368,97.733
3935,09.11.25 05:22:14 AM,1.2,0.6,12.368,96.590,12.389,97.728
3936,09.11.25 05:23:14 AM,1.2,0.6,12.346,96.681,12.325,97.723
3937,09.11.25 05:24:14 AM,1.2,0.6,12.325,96.640,12.325,97.702
3938,09.11.25 05:25:14 AM,1.2,0.6,12.325,96.750,12.368,97.682
3939,09.11.25 05:26:14 AM,1.2,0.6,12.346,96.849,12.368,97.742
3940,09.11.25 05:27:14 AM,1.2,0.6,12.368,96.841,12.325,97.702
3941,09.11.25 05:28:14 AM,1.2,0.6,12.389,96.837,12.368,97.707
3942,09.11.25 05:29:14 AM,1.2,0.6,12.389,96.791,12.389,97.693
3943,09.11.25 05:30:14 AM,1.2,0.6,12.368,96.744,12.389,97.675
3944,09.11.25 05:31:14 AM,1.2,0.6,12.325,96.699,12.389,97.615
3945,09.11.25 05:32:14 AM,1.2,0.6,12.389,96.695,12.389,97.650
3946,09.11.25 05:33:14 AM,1.2,0.6,12.411,96.748,12.368,97.629
3947,09.11.25 05:34:14 AM,1.2,0.6,12.389,96.776,12.368,97.588
3948,09.11.25 05:35:14 AM,1.2,0.6,12.389,96.869,12.368,97.610
3949,09.11.25 05:36:14 AM,1.2,0.6,12.389,96.896,12.411,97.609
3950,09.11.25 05:37:14 AM,1.2,0.6,12.389,96.867,12.411,97.595
3951,09.11.25 05:38:14 AM,1.2,0.6,12.368,96.786,12.411,97.623
3952,09.11.25 05:39:14 AM,1.2,0.6,12.389,96.741,12.389,97.577
3953,09.11.25 05:40:14 AM,1.2,0.6,12.368,96.762,12.368,97.527
3954,09.11.25 05:41:14 AM,1.2,0.6,12.389,96.796,12.346,97.519
3955,09.11.25 05:42:14 AM,1.2,0.6,12.346,96.831,12.325,97.523
3956,09.11.25 05:43:14 AM,1.2,0.6,12.389,96.982,12.325,97.519
3957,09.11.25 05:44:14 AM,1.2,0.6,12.368,97.234,12.346,97.711
3958,09.11.25 05:45:14 AM,1.2,0.6,12.389,97.275,12.325,97.774
3959,09.11.25 05:46:14 AM,1.2,0.6,12.411,97.322,12.368,97.742
3960,09.11.25 05:47:14 AM,1.2,0.6,12.411,97.313,12.389,97.774
3961,09.11.25 05:48:14 AM,1.2,0.6,12.475,97.256,12.411,97.757
3962,09.11.25 05:49:14 AM,1.2,0.6,12.475,97.226,12.389,97.797
3963,09.11.25 05:50:14 AM,1.2,0.6,12.475,97.148,12.389,97.792
3964,09.11.25 05:51:14 AM,1.2,0.6,12.475,97.111,12.389,97.760
3965,09.11.25 05:52:14 AM,1.2,0.6,12.432,97.055,12.389,97.702
3966,09.11.25 05:53:14 AM,1.2,0.6,12.475,97.061,12.346,97.752
3967,09.11.25 05:54:14 AM,1.2,0.6,12.475,97.038,12.368,97.748
3968,09.11.25 05:55:14 AM,1.2,0.6,12.453,96.992,12.368,97.765
3969,09.11.25 05:56:14 AM,1.2,0.6,12.432,96.959,12.346,97.734
3970,09.11.25 05:57:14 AM,1.2,0.6,12.432,96.826,12.325,97.734
3971,09.11.25 05:58:14 AM,1.2,0.6,12.411,96.748,12.325,97.696
3972,09.11.25 05:59:14 AM,1.2,0.6,12.368,96.713,12.325,97.642
3973,09.11.25 06:00:14 AM,1.2,0.6,12.325,96.828,12.325,97.632
3974,09.11.25 06:01:14 AM,1.2,0.6,12.368,97.055,12.282,97.604
3975,09.11.25 06:02:14 AM,1.2,0.6,12.389,97.176,12.239,97.652
3976,09.11.25 06:03:14 AM,1.2,0.6,12.411,97.311,12.239,97.775
3977,09.11.25 06:04:14 AM,1.2,0.6,12.411,97.362,12.325,97.913
3978,09.11.25 06:05:14 AM,1.2,0.6,12.432,97.357,12.303,97.926
3979,09.11.25 06:06:14 AM,1.2,0.6,12.475,97.430,12.346,97.990
3980,09.11.25 06:07:14 AM,1.2,0.6,12.475,97.427,12.368,98.059
3981,09.11.25 06:08:14 AM,1.2,0.6,12.496,97.394,12.389,98.048
3982,09.11.25 06:09:14 AM,1.2,0.6,12.475,97.380,12.346,98.025
3983,09.11.25 06:10:14 AM,1.2,0.6,12.453,97.430,12.389,98.025
3984,09.11.25 06:11:14 AM,1.2,0.6,12.496,97.418,12.325,98.018
3985,09.11.25 06:12:14 AM,1.2,0.6,12.518,97.450,12.346,98.036
3986,09.11.25 06:13:14 AM,1.2,0.6,12.561,97.436,12.389,98.094
3987,09.11.25 06:14:14 AM,1.2,0.6,12.561,97.395,12.453,98.173
3988,09.11.25 06:15:14 AM,1.2,0.6,12.604,97.345,12.453,98.183
3989,09.11.25 06:16:14 AM,1.2,0.6,12.646,97.270,12.496,98.167
3990,09.11.25 06:17:14 AM,1.2,0.6,12.711,97.125,12.561,98.140
3991,09.11.25 06:18:14 AM,1.2,0.6,12.711,97.092,12.561,98.158
3992,09.11.25 06:19:14 AM,1.2,0.6,12.711,97.028,12.604,98.163
3993,09.11.25 06:20:14 AM,1.2,0.6,12.732,96.886,12.582,98.155
3994,09.11.25 06:21:14 AM,1.2,0.6,12.689,96.716,12.604,98.103
3995,09.11.25 06:22:14 AM,1.2,0.6,12.646,96.498,12.582,98.117
3996,09.11.25 06:23:14 AM,1.2,0.6,12.646,96.515,12.582,98.071
3997,09.11.25 06:24:14 AM,1.2,0.6,12.646,96.497,12.561,98.027
3998,09.11.25 06:25:14 AM,1.2,0.6,12.625,96.515,12.561,98.003
3999,09.11.25 06:26:14 AM,1.2,0.6,12.604,96.617,12.518,98.013
4000,09.11.25 06:27:14 AM,1.2,0.6,12.604,96.730,12.582,98.036
4001,09.11.25 06:28:14 AM,1.2,0.6,12.604,96.681,12.582,98.007
4002,09.11.25 06:29:14 AM,1.2,0.6,12.604,96.658,12.604,97.957
4003,09.11.25 06:30:14 AM,1.2,0.6,12.582,96.680,12.561,97.940
4004,09.11.25 06:31:14 AM,1.2,0.6,12.604,96.732,12.561,97.945
4005,09.11.25 06:32:14 AM,1.2,0.6,12.582,96.704,12.561,97.911
4006,09.11.25 06:33:14 AM,1.2,0.6,12.539,96.762,12.539,97.876
4007,09.11.25 06:34:14 AM,1.2,0.6,12.539,96.744,12.539,97.876
4008,09.11.25 06:35:14 AM,1.2,0.6,12.539,96.771,12.539,97.865
4009,09.11.25 06:36:14 AM,1.2,0.6,12.539,96.776,12.539,97.810
4010,09.11.25 06:37:14 AM,1.2,0.6,12.539,96.768,12.561,97.856
4011,09.11.25 06:38:14 AM,1.2,0.6,12.539,96.794,12.561,97.838
4012,09.11.25 06:39:14 AM,1.2,0.6,12.561,96.748,12.582,97.775
4013,09.11.25 06:40:14 AM,1.2,0.6,12.561,96.741,12.561,97.798
4014,09.11.25 06:41:14 AM,1.2,0.6,12.561,96.736,12.582,97.752
4015,09.11.25 06:42:14 AM,1.2,0.6,12.539,96.716,12.582,97.707
4016,09.11.25 06:43:14 AM,1.2,0.6,12.539,96.808,12.561,97.739
4017,09.11.25 06:44:14 AM,1.2,0.6,12.582,96.814,12.539,97.700
4018,09.11.25 06:45:14 AM,1.2,0.6,12.582,96.771,12.582,97.691
4019,09.11.25 06:46:14 AM,1.2,0.6,12.561,96.808,12.561,97.684
4020,09.11.25 06:47:14 AM,1.2,0.6,12.561,96.786,12.539,97.659
4021,09.11.25 06:48:14 AM,1.2,0.6,12.582,96.822,12.561,97.684
4022,09.11.25 06:49:14 AM,1.2,0.6,12.582,96.864,12.604,97.705
4023,09.11.25 06:50:14 AM,1.2,0.6,12.604,96.876,12.582,97.733
4024,09.11.25 06:51:14 AM,1.2,0.6,12.625,96.910,12.582,97.714
4025,09.11.25 06:52:14 AM,1.2,0.6,12.604,96.918,12.582,97.742
4026,09.11.25 06:53:14 AM,1.2,0.6,12.668,96.931,12.604,97.746
4027,09.11.25 06:54:14 AM,1.2,0.6,12.668,96.922,12.625,97.774
4028,09.11.25 06:55:14 AM,3.7,0.6,12.668,96.876,12.625,97.762
4029,09.11.25 06:56:14 AM,3.7,0.6,12.668,96.796,12.625,97.787
4030,09.11.25 06:57:14 AM,3.7,1.9,12.711,96.762,12.668,97.780
4031,09.11.25 06:58:14 AM,3.7,1.9,12.689,96.777,12.689,97.821
4032,09.11.25 06:59:14 AM,6.2,1.9,12.689,96.657,12.689,97.714
4033,09.11.25 07:00:14 AM,6.2,1.9,12.732,96.547,12.668,97.725
4034,09.11.25 07:01:14 AM,6.2,1.9,12.711,96.553,12.646,97.636
4035,09.11.25 07:02:14 AM,6.2,3.1,12.711,96.533,12.689,97.655
4036,09.11.25 07:03:14 AM,8.7,3.1,12.711,96.446,12.668,97.623
4037,09.11.25 07:04:14 AM,8.7,3.1,12.689,96.407,12.646,97.527
4038,09.11.25 07:05:14 AM,11.2,3.1,12.711,96.361,12.625,97.513
4039,09.11.25 07:06:14 AM,11.2,3.1,12.668,96.246,12.646,97.504
4040,09.11.25 07:07:14 AM,11.2,4.4,12.711,96.214,12.625,97.400
4041,09.11.25 07:08:14 AM,13.7,4.4,12.668,96.249,12.625,97.298
4042,09.11.25 07:09:14 AM,13.7,5.6,12.646,96.240,12.604,97.229
4043,09.11.25 07:10:14 AM,16.2,5.6,12.646,96.251,12.604,97.238
4044,09.11.25 07:11:14 AM,16.2,5.6,12.604,96.258,12.604,97.270
4045,09.11.25 07:12:14 AM,18.7,5.6,12.604,96.283,12.582,97.212
4046,09.11.25 07:13:14 AM,18.7,5.6,12.625,96.350,12.582,97.179
4047,09.11.25 07:14:14 AM,18.7,5.6,12.625,96.333,12.582,97.206
4048,09.11.25 07:15:14 AM,21.2,6.9,12.625,96.283,12.604,97.208
4049,09.11.25 07:16:14 AM,21.2,6.9,12.625,96.345,12.582,97.253
4050,09.11.25 07:17:14 AM,23.7,8.1,12.604,96.342,12.604,97.208
4051,09.11.25 07:18:14 AM,23.7,8.1,12.625,96.324,12.561,97.226
4052,09.11.25 07:19:14 AM,26.2,9.4,12.646,96.318,12.604,97.217
4053,09.11.25 07:20:14 AM,28.7,9.4,12.604,96.338,12.561,97.201
4054,09.11.25 07:21:14 AM,28.7,9.4,12.625,96.379,12.518,97.148
4055,09.11.25 07:22:14 AM,31.2,10.6,12.604,96.423,12.496,97.128
4056,09.11.25 07:23:14 AM,33.7,10.6,12.646,96.434,12.475,97.116
4057,09.11.25 07:24:14 AM,33.7,10.6,12.625,96.544,12.518,97.224
4058,09.11.25 07:25:14 AM,33.7,10.6,12.646,96.580,12.518,97.490
4059,09.11.25 07:26:14 AM,33.7,10.6,12.668,96.588,12.496,97.514
4060,09.11.25 07:27:14 AM,33.7,10.6,12.668,96.565,12.539,97.574
4061,09.11.25 07:28:14 AM,33.7,10.6,12.689,96.576,12.561,97.696
4062,09.11.25 07:29:14 AM,31.2,10.6,12.711,96.602,12.582,97.684
4063,09.11.25 07:30:14 AM,31.2,9.4,12.711,96.608,12.604,97.696
4064,09.11.25 07:31:14 AM,31.2,9.4,12.711,96.526,12.689,97.765
4065,09.11.25 07:32:14 AM,31.2,10.6,12.797,96.561,12.646,97.748
4066,09.11.25 07:33:14 AM,33.7,10.6,12.754,96.547,12.646,97.784
4067,09.11.25 07:34:14 AM,36.2,11.9,12.797,96.558,12.732,97.810
4068,09.11.25 07:35:14 AM,36.2,11.9,12.840,96.629,12.732,97.862
4069,09.11.25 07:36:14 AM,36.2,11.9,12.861,96.638,12.754,97.848
4070,09.11.25 07:37:14 AM,36.2,13.1,12.861,96.617,12.797,97.838
4071,09.11.25 07:38:14 AM,38.7,13.1,12.904,96.428,12.818,97.885
4072,09.11.25 07:39:14 AM,41.2,14.4,12.925,96.387,12.840,97.838
4073,09.11.25 07:40:14 AM,46.2,16.9,12.904,96.286,12.818,97.839
4074,09.11.25 07:41:14 AM,51.2,18.1,12.947,96.136,12.861,97.861
4075,09.11.25 07:42:14 AM,51.2,16.9,12.968,96.176,12.882,97.783
4076,09.11.25 07:43:14 AM,51.2,18.1,12.947,96.233,12.904,97.783
4077,09.11.25 07:44:14 AM,48.7,18.1,12.947,96.109,12.925,97.757
4078,09.11.25 07:45:14 AM,41.2,14.4,12.904,96.020,12.925,97.592
4079,09.11.25 07:46:14 AM,38.7,11.9,12.947,96.075,12.925,97.542
4080,09.11.25 07:47:14 AM,38.7,11.9,12.904,96.118,12.925,97.473
4081,09.11.25 07:48:14 AM,41.2,13.1,12.947,96.118,12.947,97.400
4082,09.11.25 07:49:14 AM,43.7,14.4,12.925,96.153,12.968,97.409
4083,09.11.25 07:50:14 AM,51.2,18.1,12.925,96.149,12.947,97.403
4084,09.11.25 07:51:14 AM,58.7,21.9,12.925,96.178,12.968,97.394
4085,09.11.25 07:52:14 AM,66.2,23.1,12.925,96.277,13.011,97.430
4086,09.11.25 07:53:14 AM,73.7,26.9,12.968,96.245,13.011,97.404
4087,09.11.25 07:54:14 AM,76.2,26.9,12.990,96.109,13.054,97.302
4088,09.11.25 07:55:14 AM,83.7,30.6,13.054,96.201,13.054,97.276
4089,09.11.25 07:56:14 AM,88.7,31.9,13.054,96.182,13.097,97.256
4090,09.11.25 07:57:14 AM,88.7,34.4,13.075,96.100,13.097,97.217
4091,09.11.25 07:58:14 AM,91.2,36.9,13.097,95.956,13.118,97.133
4092,09.11.25 07:59:14 AM,96.2,40.6,13.118,95.933,13.118,97.055
4093,09.11.25 08:00:14 AM,106.2,46.9,13.118,95.615,13.161,96.938
4094,09.11.25 08:01:14 AM,116.2,53.1,13.118,95.839,13.183,96.890
4095,09.11.25 08:02:14 AM,121.2,55.6,13.118,95.839,13.204,96.915
4096,09.11.25 08:03:14 AM,126.2,59.4,13.183,95.830,13.204,96.901
4097,09.11.25 08:04:14 AM,136.2,64.4,13.226,95.535,13.247,97.034
4098,09.11.25 08:05:14 AM,146.2,68.1,13.247,95.503,13.311,96.950
4099,09.11.25 08:06:14 AM,153.7,70.6,13.290,95.436,13.376,96.851
4100,09.11.25 08:07:14 AM,161.2,75.6,13.376,95.592,13.419,96.855
4101,09.11.25 08:08:14 AM,171.2,80.6,13.397,94.881,13.419,96.712
4102,09.11.25 08:09:14 AM,173.7,80.6,13.440,94.809,13.483,96.443
4103,09.11.25 08:10:14 AM,171.2,79.4,13.440,94.672,13.526,96.004
4104,09.11.25 08:11:14 AM,153.7,69.4,13.440,94.438,13.504,95.952
4105,09.11.25 08:12:14 AM,136.2,60.6,13.483,94.432,13.526,95.637
4106,09.11.25 08:13:14 AM,103.7,45.6,13.547,94.455,13.547,95.784
4107,09.11.25 08:14:14 AM,73.7,30.6,13.547,94.565,13.547,96.135
4108,09.11.25 08:15:14 AM,63.7,24.4,13.526,94.221,13.569,95.949
