Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Dach
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;945675;bis:;948456
Ausgelesen am:;13.06.2025 10:41:13;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946380;12.06.25 00:00:00;-74,037;-1,935;-7,927;0,870;14,570;1005,512;0,012;74,070;14,865;66,480;15,860;0,616;134,949;18,644;-50,000;4167;416,7;;0,0;60;13,50;12,66;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946381;12.06.25 00:01:00;-73,632;-1,935;-7,669;0,810;14,520;1005,527;0,012;74,340;14,850;66,625;15,780;0,492;201,488;18,641;-50,000;4167;416,7;;0,0;60;13,49;12,50;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946382;12.06.25 00:02:00;-73,711;-1,935;-7,315;0,911;14,500;1005,572;0,012;74,325;14,835;66,765;15,735;0,788;185,361;18,628;-50,000;4167;416,7;;0,0;60;13,50;12,46;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946383;12.06.25 00:03:00;-74,484;-1,935;-8,024;0,776;14,455;1005,665;0,012;75,775;14,810;67,560;15,710;0,749;177,024;18,604;-50,000;4167;416,7;;0,0;60;13,49;12,26;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946384;12.06.25 00:04:00;-74,649;-1,935;-8,098;0,583;14,418;1005,695;0,012;75,830;14,805;68,375;15,655;0,785;184,343;18,617;-50,000;4167;416,7;;0,0;60;13,50;12,18;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946385;12.06.25 00:05:00;-74,248;-1,935;-8,206;0,339;14,347;1005,722;0,012;75,775;14,760;68,610;15,605;0,798;198,129;18,589;-50,000;4167;416,7;;0,0;60;13,51;12,22;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946386;12.06.25 00:06:00;-73,820;-1,935;-8,250;0,030;14,275;1005,737;0,012;75,320;14,710;68,520;15,520;0,798;210,066;18,574;-50,000;4167;416,7;;0,0;60;13,49;12,26;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946387;12.06.25 00:07:00;-73,463;-1,935;-8,249;-0,011;14,222;1005,770;0,012;75,480;14,660;68,490;15,435;0,734;207,248;18,558;-50,000;4167;416,7;;0,0;60;13,50;12,34;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946388;12.06.25 00:08:00;-73,339;-1,935;-8,372;0,110;14,182;1005,782;0,012;76,240;14,635;68,970;15,360;0,798;176,333;18,561;-50,000;4167;416,7;;0,0;60;13,51;12,26;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946389;12.06.25 00:09:00;-73,441;-1,935;-8,614;0,148;14,122;1005,794;0,012;77,180;14,595;69,425;15,295;0,567;161,944;18,555;-50,000;4167;416,7;;0,0;60;13,51;12,06;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946390;12.06.25 00:10:00;-73,184;-1,935;-8,377;0,050;14,057;1005,812;0,012;76,510;14,525;69,720;15,230;0,673;144,338;18,552;-50,000;4167;416,7;;0,0;60;13,52;11,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946391;12.06.25 00:11:00;-72,819;-1,935;-8,436;0,147;14,012;1005,842;0,012;76,840;14,460;69,940;15,135;0,615;207,714;18,543;-50,000;4167;416,7;;0,0;60;13,51;12,10;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946392;12.06.25 00:12:00;-73,210;-1,935;-8,561;0,176;13,952;1005,860;0,012;77,530;14,425;70,240;15,095;0,780;131,574;18,534;-50,000;4167;416,7;;0,0;60;13,51;12,10;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946393;12.06.25 00:13:00;-73,124;-1,935;-7,914;-0,059;13,892;1005,860;0,012;76,685;14,360;70,590;15,000;0,959;128,334;18,500;-50,000;4167;416,7;;0,0;60;13,49;12,02;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
