Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;
Standortname;
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;983377;bis:;995677
Ausgelesen am:;30.06.2025 10:56:32;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990598;29.06.25 00:00:08;-66,581;-1,935;-7,855;0,856;23,310;1009,676;0,012;69,760;23,180;62,440;24,360;1,055;337,095;25,785;-50,000;4176;417,6;;0,0;13;13,42;26,11;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990599;29.06.25 00:00:31;-66,582;-1,935;-8,159;1,023;23,330;1009,688;0,012;69,100;23,220;62,380;24,320;0,914;316,665;25,785;-50,000;4176;417,6;;0,0;11;13,40;25,79;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990600;29.06.25 00:01:00;-66,783;-1,935;-7,882;1,008;23,330;1009,680;0,012;69,257;23,210;62,357;24,340;1,441;303,664;25,785;-50,000;4176;417,6;;0,0;120;13,39;25,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990601;29.06.25 00:01:12;-66,860;-1,935;-7,664;1,070;23,300;1009,712;0,012;69,140;23,160;62,520;24,300;1,903;308,408;25,785;-50,000;4176;417,6;;0,0;12;13,40;25,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990602;29.06.25 00:01:53;-66,746;-1,935;-7,113;1,390;23,320;1009,712;0,000;68,840;23,180;62,640;24,240;2,067;314,190;25,785;-50,000;4176;417,6;;0,0;13;13,43;25,32;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990603;29.06.25 00:02:05;-66,869;-1,935;-7,232;1,280;23,313;1009,712;0,012;69,120;23,193;62,573;24,293;1,597;304,343;25,785;-50,000;4176;417,6;;0,0;65;13,37;25,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990604;29.06.25 00:02:16;-66,907;-1,935;-7,182;1,542;23,330;1009,736;0,012;69,420;23,300;62,660;24,360;1,214;9,563;25,785;-50,000;4176;417,6;;0,0;11;13,40;25,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990605;29.06.25 00:02:57;-66,823;-1,935;-6,169;1,514;23,310;1009,736;0,012;68,840;23,180;62,660;24,260;1,120;350,100;25,785;-50,000;4176;417,6;;0,0;12;13,40;25,79;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990606;29.06.25 00:03:10;-66,988;-1,935;-6,987;1,576;23,317;1009,732;0,012;68,873;23,200;62,640;24,280;1,267;215,205;25,777;-50,000;4176;417,6;;0,0;65;13,38;25,79;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990607;29.06.25 00:03:38;-67,052;-1,935;-7,444;1,476;23,290;1009,748;0,012;69,500;23,180;62,760;24,240;1,153;355,365;25,773;-50,000;4176;417,6;;0,0;13;13,39;25,48;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
