Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;
Standortname;
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;1120809;bis:;1124369
Ausgelesen am:;20.08.25 23:59:05;von:;User
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141195;20.08.25 00:00:00;-55,139;-1,935;-5,748;1,066;18,427;996,020;0,012;70,160;19,600;69,620;19,360;0,858;119,025;22,175;-50,000;4233;423,3;;0,0;60;13,41;22,50;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141196;20.08.25 00:01:00;-55,096;-1,935;-5,629;0,894;18,415;996,026;0,012;70,160;19,575;69,665;19,355;0,792;113,895;22,169;-50,000;4233;423,3;;0,0;60;13,39;22,42;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141197;20.08.25 00:02:00;-54,934;-1,935;-5,196;0,737;18,372;996,026;0,012;70,180;19,545;69,660;19,330;0,633;115,577;22,172;-50,000;4233;423,3;;0,0;60;13,42;22,22;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141198;20.08.25 00:03:00;-55,040;-1,935;-5,831;0,750;18,368;996,041;0,012;70,320;19,500;69,630;19,305;0,715;185,833;22,169;-50,000;4233;423,3;;0,0;60;13,38;22,38;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141199;20.08.25 00:04:00;-55,367;-1,935;-6,075;0,888;18,345;996,056;0,012;70,615;19,480;69,725;19,290;0,860;190,148;22,148;-50,000;4233;423,3;;0,0;60;13,39;22,26;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141200;20.08.25 00:05:00;-55,338;-1,935;-6,237;0,920;18,317;996,080;0,012;70,825;19,460;69,800;19,275;0,513;162,186;22,129;-50,000;4233;423,3;;0,0;60;13,40;22,38;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141201;20.08.25 00:06:00;-55,783;-1,935;-6,445;0,843;18,307;996,092;0,012;70,935;19,450;69,915;19,255;0,823;114,204;22,129;-50,000;4233;423,3;;0,0;60;13,41;22,18;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141202;20.08.25 00:07:00;-55,581;-1,935;-6,486;0,625;18,277;996,092;0,012;70,955;19,405;70,005;19,240;0,780;117,264;22,096;-50,000;4233;423,3;;0,0;60;13,40;22,06;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141203;20.08.25 00:08:00;-55,650;-1,935;-6,539;0,522;18,248;996,098;0,012;70,805;19,405;70,200;19,210;0,899;103,736;22,086;-50,000;4233;423,3;;0,0;60;13,40;22,18;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141204;20.08.25 00:09:00;-56,067;-1,935;-6,545;0,420;18,202;996,098;0,012;70,965;19,375;70,335;19,155;1,063;110,559;22,080;-50,000;4233;423,3;;0,0;60;13,41;21,90;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
