Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;
Standortname;
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;1043055;bis:;1045498
Ausgelesen am:;17.07.25 23:54:10;von:;User
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043072;17.07.25 00:00:05;-64,702;-1,935;-1,844;2,845;15,535;1001,504;0,012;77,900;15,830;72,730;16,470;1,361;212,726;19,822;-50,000;4190;419,0;;0,0;60;13,40;18,17;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043073;17.07.25 00:01:05;-65,870;-1,935;-1,893;2,861;15,582;1001,480;0,012;77,810;15,845;72,580;16,490;1,216;229,095;19,810;-50,000;4190;419,0;;0,0;60;13,38;18,21;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043074;17.07.25 00:02:05;-66,431;-1,935;-1,990;2,869;15,625;1001,471;0,012;77,400;15,860;72,355;16,515;1,492;303,306;19,825;-50,000;4190;419,0;;0,0;60;13,38;18,10;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043075;17.07.25 00:03:05;-67,106;-1,935;-2,550;2,828;15,653;1001,471;0,012;77,385;15,885;72,225;16,550;1,344;285,919;19,810;-50,000;4190;419,0;;0,0;60;13,39;18,06;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043076;17.07.25 00:04:05;-67,182;-1,935;-3,608;2,508;15,645;1001,462;0,012;77,760;15,920;72,055;16,550;1,029;239,580;19,791;-50,000;4190;419,0;;0,0;60;13,42;18,13;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043077;17.07.25 00:05:05;-67,216;-1,935;-4,246;2,168;15,623;1001,468;0,012;77,465;15,925;71,970;16,555;1,106;305,865;19,749;-50,000;4190;419,0;;0,0;60;13,42;18,10;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043078;17.07.25 00:06:05;-67,177;-1,935;-4,097;1,979;15,618;1001,486;0,012;77,640;15,925;71,710;16,575;1,313;272,644;19,712;-50,000;4190;419,0;;0,0;60;13,36;18,17;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043079;17.07.25 00:07:05;-67,219;-1,935;-4,249;2,094;15,605;1001,492;0,012;77,200;15,910;71,640;16,585;0,873;328,821;19,688;-50,000;4190;419,0;;0,0;60;13,39;18,17;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043080;17.07.25 00:08:05;-67,241;-1,935;-4,916;1,903;15,600;1001,489;0,012;77,505;15,910;71,535;16,575;0,746;315,186;19,682;-50,000;4190;419,0;;0,0;60;13,39;18,25;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043081;17.07.25 00:09:05;-67,176;-1,935;-5,247;1,815;15,577;1001,501;0,012;78,130;15,945;71,575;16,585;0,764;297,557;19,651;-50,000;4190;419,0;;0,0;60;13,40;18,21;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
