Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Dach
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;896724;bis:;906821
Ausgelesen am:;15.05.2025 10:36:47;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868734;19.04.25 00:00:00;-18,549;-1,935;-2,828;0,405;7,662;998,591;0,012;86,900;8,365;87,555;8,050;0,443;123,407;9,592;-50,000;3905;390,5;;0,0;60;12,51;6,79;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868735;19.04.25 00:01:00;-18,388;-1,935;-2,834;0,302;7,650;998,576;0,012;86,815;8,375;87,555;8,075;0,444;52,639;9,583;-50,000;3905;390,5;;0,0;60;12,52;6,59;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868736;19.04.25 00:02:00;-18,257;-1,935;-2,846;0,240;7,640;998,585;0,012;86,910;8,370;87,500;8,090;0,443;47,942;9,576;-50,000;3905;390,5;;0,0;60;12,51;6,75;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868737;19.04.25 00:03:00;-18,086;-1,935;-2,828;0,261;7,622;998,603;0,012;87,085;8,360;87,480;8,075;0,446;101,396;9,586;-50,000;3905;390,5;;0,0;60;12,51;6,43;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868738;19.04.25 00:04:00;-18,028;-1,935;-2,592;0,294;7,610;998,603;0,012;87,515;8,335;87,500;8,025;0,470;279,557;9,576;-50,000;3905;390,5;;0,0;60;12,51;6,67;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868739;19.04.25 00:05:00;-17,927;-1,935;-2,595;0,370;7,628;998,594;0,012;87,795;8,340;87,565;8,055;0,468;276,761;9,573;-50,000;3905;390,5;;0,0;60;12,50;6,43;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868740;19.04.25 00:06:00;-17,913;-1,935;-2,690;0,360;7,605;998,594;0,012;88,010;8,375;87,705;8,085;0,445;4,742;9,580;-50,000;3905;390,5;;0,0;60;12,52;6,47;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868741;19.04.25 00:07:00;-17,933;-1,935;-2,736;0,328;7,590;998,597;0,012;88,085;8,375;87,730;8,100;0,444;13,298;9,564;-50,000;3905;390,5;;0,0;60;12,52;6,55;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868742;19.04.25 00:08:00;-17,913;-1,935;-2,694;0,282;7,597;998,594;0,012;88,105;8,370;87,735;8,080;0,444;104,518;9,573;-50,000;3905;390,5;;0,0;60;12,51;6,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868743;19.04.25 00:09:00;-18,065;-1,935;-2,646;0,314;7,593;998,591;0,012;88,080;8,360;87,805;8,105;0,544;84,476;9,573;-50,000;3905;390,5;;0,0;60;12,51;6,59;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
