Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;
Standortname;
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;1120809;bis:;1124369
Ausgelesen am:;19.07.25 23:59:31;von:;User
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048994;19.07.25 00:00:03;-58,888;-1,935;-6,048;0,713;17,190;998,648;0,012;72,580;17,620;67,280;18,280;1,008;112,973;21,647;-50,000;4190;419,0;;0,0;13;13,44;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048995;19.07.25 00:00:26;-58,737;-1,935;-6,028;0,746;17,140;998,612;0,012;72,240;17,620;67,260;18,180;0,844;114,908;21,647;-50,000;4190;419,0;;0,0;11;13,41;20,71;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048996;19.07.25 00:01:07;-58,535;-1,935;-5,658;0,776;17,130;998,600;0,012;72,400;17,580;67,200;18,180;0,600;112,410;21,610;-50,000;4190;419,0;;0,0;12;13,43;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048997;19.07.25 00:01:48;-58,007;-1,935;-5,394;0,878;17,140;998,612;0,000;72,200;17,600;67,180;18,180;0,492;100,553;21,635;-50,000;4190;419,0;;0,0;13;13,42;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048998;19.07.25 00:02:00;-58,505;-1,935;-5,733;0,779;17,135;998,625;0,012;72,485;17,632;67,215;18,205;0,710;110,332;21,636;-50,000;4190;419,0;;0,0;170;13,40;20,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048999;19.07.25 00:02:11;-57,925;-1,935;-5,361;0,943;17,090;998,612;0,012;71,920;17,600;67,140;18,140;0,445;125,843;21,586;-50,000;4190;419,0;;0,0;11;13,41;20,71;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049000;19.07.25 00:02:52;-58,006;-1,935;-5,387;0,927;17,060;998,684;0,012;71,840;17,520;67,120;18,140;0,445;131,625;21,610;-50,000;4190;419,0;;0,0;12;13,42;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049001;19.07.25 00:03:05;-58,052;-1,935;-5,431;0,926;17,070;998,632;0,012;71,887;17,580;67,127;18,160;0,489;118,050;21,651;-50,000;4190;419,0;;0,0;65;13,38;20,82;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049002;19.07.25 00:03:34;-58,324;-1,935;-5,519;0,945;17,060;998,648;0,012;72,480;17,560;67,160;18,120;0,656;131,333;21,586;-50,000;4190;419,0;;0,0;14;13,37;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049003;19.07.25 00:03:57;-58,378;-1,935;-5,587;0,992;17,040;998,660;0,012;72,460;17,560;67,260;18,140;0,647;108,923;21,586;-50,000;4190;419,0;;0,0;12;13,40;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049004;19.07.25 00:04:10;-58,278;-1,935;-5,518;0,981;17,053;998,652;0,012;72,327;17,567;67,227;18,140;0,602;124,155;21,594;-50,000;4190;419,0;;0,0;65;13,40;20,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
