Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;
Standortname;
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;1120809;bis:;1124369
Ausgelesen am:;25.08.25 00:09:10;von:;User
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";RH-unten [%RH] = m8 /E8/"190026";LT-unten [degC] = n5 /E13/"190027";RH-oben [%RH] = n6 /E14/"190027";LT-oben [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148990;25.08.25 00:00:10;-75,783;-1,935;-10,755;3,012;12,987;1005,845;0,012;65,095;12,820;58,315;14,500;1,561;310,438;16,877;-50,000;4233;423,3;;0,0;60;13,37;15,71;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148991;25.08.25 00:01:10;-75,959;-1,935;-10,105;3,283;13,027;1005,860;0,012;65,170;12,830;58,255;14,510;1,789;309,853;16,831;-50,000;4233;423,3;;0,0;60;13,38;15,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148992;25.08.25 00:02:10;-75,929;-1,935;-10,525;3,193;13,037;1005,860;0,012;65,190;12,810;58,230;14,510;0,829;318,173;16,849;-50,000;4233;423,3;;0,0;60;13,38;15,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148993;25.08.25 00:03:10;-75,932;-1,935;-10,613;2,506;13,025;1005,866;0,012;65,000;12,860;58,330;14,525;1,042;232,599;16,825;-50,000;4233;423,3;;0,0;60;13,39;15,52;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148994;25.08.25 00:04:10;-75,836;-1,935;-10,670;2,453;13,025;1005,854;0,012;64,940;12,860;58,435;14,535;1,048;289,935;16,828;-50,000;4233;423,3;;0,0;60;13,38;15,75;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148995;25.08.25 00:05:10;-75,829;-1,935;-11,735;2,326;13,000;1005,860;0,012;64,990;12,845;58,525;14,535;0,807;306,399;16,810;-50,000;4233;423,3;;0,0;60;13,39;15,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148996;25.08.25 00:06:10;-75,803;-1,935;-12,037;1,985;12,975;1005,860;0,012;64,755;12,835;58,640;14,505;1,192;309,026;16,803;-50,000;4233;423,3;;0,0;60;13,38;15,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148997;25.08.25 00:07:10;-75,722;-1,935;-11,422;2,147;12,977;1005,860;0,012;64,440;12,870;58,840;14,485;1,658;299,582;16,803;-50,000;4233;423,3;;0,0;60;13,37;15,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148998;25.08.25 00:08:10;-75,826;-1,935;-10,046;2,484;12,993;1005,854;0,012;65,140;12,845;59,005;14,500;1,180;289,372;16,800;-50,000;4233;423,3;;0,0;60;13,38;15,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148999;25.08.25 00:09:10;-75,904;-1,935;-9,145;2,591;13,005;1005,857;0,012;65,470;12,835;59,080;14,490;1,582;238,382;16,788;-50,000;4233;423,3;;0,0;60;13,38;15,52;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
