Geraetetyp;000
Geraetename;LT6-digi-GPRS
Beschreibung;LT6-digi-GPRS
Seriennummer;A27210
Geraetenummer;60.900.20/215
Standortname;Wetterstation-Dach
Standortnummer;56-6182
Messstellennummer;TH Parkplatz
Hochwert;0,00;[m]
Rechtswert;0,00;[m]
Messpunkthoehe MPH;0,000;[mNN]
Einhaengetiefe ETH;0,000;[m]
Ausgelesene Daten von:;669999;bis:;690057
Ausgelesen am:;18.12.2024 12:17:27;von:;user
Kanal zum Ueberwachen:;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Datum / Uhrzeit;IR1 [W/m2] = m1 /E1/"800012";SR1 [W/m2] = m2 /E2/"800012";IR2 [W/m2] = m3 /E3/"800012";SR2 [W/m2] = m4 /E4/"800012";Temp [degC] = m5 /E5/"800012";Luftdruck [mbar] = m6 /E6/"190026";Bodenfeucht [vol%] = m7 /E7/"190026";Luftfeu-1 [%RH] = m8 /E8/"190026";Luftemp-1 [degC] = n5 /E13/"190027";Luftfeu-2 [%RH] = n6 /E14/"190027";Lufttemp-2 [degC] = n7 /E15/"190027";Windgeschw [m/s] = n8 /E16/"190027";Windricht [grad] = p1 /E17/"190027";Bodentemp-1 [degC] = r3 /E27/"158056";Bodentemp-2 [degC] = r4 /E28/"158056";Zaehler1 [Impulse] = e1;Regen-abs [mm] = c1=e1*0,1;Zaehler1-Differenz [Impulse] = e5;Regen-rel [mm] = c2=e5*0,1;Dauer Zählvorgang = f8;Vbatt [V] = f1;Tintern [degC] = f3;Alarmstufe = f5;Feldstärke 1 = f6;Seriennummer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650419;21.11.24 00:00:05;-19,922;-1,857;-3,940;1,082;0,592;989,222;33,810;82,230;1,370;82,710;1,170;0,834;183,398;2,835;-50,000;2571;257,1;;0,0;60;11,62;-0,91;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650420;21.11.24 00:01:05;-19,708;-1,919;-4,150;0,972;0,607;989,204;33,804;82,170;1,410;82,655;1,190;0,688;182,942;2,835;-50,000;2571;257,1;;0,0;60;11,62;-1,11;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650421;21.11.24 00:02:05;-19,443;-1,935;-4,025;0,819;0,625;989,177;33,798;82,230;1,430;82,635;1,225;0,483;108,338;2,835;-50,000;2571;257,1;;0,0;60;11,63;-0,91;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650422;21.11.24 00:03:05;-19,661;-1,935;-4,273;0,684;0,622;989,159;33,792;82,140;1,475;82,515;1,225;0,544;98,134;2,838;-50,000;2571;257,1;;0,0;60;11,63;-0,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650423;21.11.24 00:04:05;-20,086;-1,935;-4,426;0,588;0,627;989,147;33,795;82,200;1,455;82,480;1,235;0,534;154,440;2,841;-50,000;2571;257,1;;0,0;60;11,63;-0,95;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650424;21.11.24 00:05:05;-20,520;-1,935;-4,451;0,392;0,602;989,126;33,795;82,400;1,455;82,450;1,230;0,457;184,005;2,838;-50,000;2571;257,1;;0,0;60;11,62;-0,67;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650425;21.11.24 00:06:05;-20,915;-1,935;-4,547;0,332;0,605;989,099;33,783;82,460;1,490;82,440;1,255;0,585;70,453;2,835;-50,000;2571;257,1;;0,0;60;11,64;-0,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650426;21.11.24 00:07:05;-20,944;-1,935;-4,619;0,292;0,608;989,078;33,792;82,435;1,505;82,485;1,270;0,473;79,892;2,835;-50,000;2571;257,1;;0,0;60;11,63;-0,67;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650427;21.11.24 00:08:05;-20,785;-1,935;-4,627;0,236;0,592;989,072;33,792;82,410;1,470;82,475;1,240;0,489;188,865;2,838;-50,000;2571;257,1;;0,0;60;11,63;-0,79;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650428;21.11.24 00:09:05;-20,628;-1,935;-4,376;0,297;0,580;989,084;33,810;82,360;1,465;82,380;1,235;0,967;205,661;2,838;-50,000;2571;257,1;;0,0;60;11,62;-0,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650429;21.11.24 00:10:05;-20,747;-1,935;-3,901;0,744;0,625;989,099;33,801;82,175;1,465;82,320;1,270;1,024;192,780;2,838;-50,000;2571;257,1;;0,0;60;11,62;-0,75;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650430;21.11.24 00:11:05;-20,582;-1,851;-3,532;0,937;0,665;989,111;33,801;82,065;1,465;82,280;1,240;1,098;233,151;2,835;-50,000;2571;257,1;;0,0;60;11,62;-0,91;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650431;21.11.24 00:12:05;-19,804;-1,706;-3,466;1,124;0,705;989,123;33,807;81,865;1,515;82,250;1,270;1,760;219,983;2,838;-50,000;2571;257,1;;0,0;60;11,62;-0,87;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650432;21.11.24 00:13:05;-18,528;-1,297;-3,310;1,636;0,780;989,105;33,804;81,390;1,505;81,995;1,295;1,232;208,958;2,838;-50,000;2571;257,1;;0,0;60;11,62;-0,67;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650433;21.11.24 00:14:05;-17,620;-1,230;-3,206;1,699;0,852;989,114;33,798;81,120;1,565;81,725;1,320;1,748;224,595;2,835;-50,000;2571;257,1;;0,0;60;11,62;-0,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650434;21.11.24 00:15:05;-16,921;-1,074;-3,117;1,868;0,940;989,120;33,792;80,735;1,600;81,325;1,380;1,935;195,227;2,829;-50,000;2571;257,1;;0,0;60;11,62;-0,83;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650435;21.11.24 00:16:05;-16,197;-0,834;-3,215;2,005;1,020;989,108;33,789;80,275;1,655;80,955;1,425;1,343;242,438;2,835;-50,000;2571;257,1;;0,0;60;11,61;-0,48;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650436;21.11.24 00:17:05;-15,771;-0,868;-3,425;1,836;1,087;989,087;33,786;80,080;1,735;80,685;1,515;1,391;178,498;2,832;-50,000;2571;257,1;;0,0;60;11,62;-0,52;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650437;21.11.24 00:18:05;-15,566;-1,025;-3,453;1,664;1,160;989,084;33,792;79,895;1,765;80,395;1,560;1,897;192,240;2,835;-50,000;2571;257,1;;0,0;60;11,62;-0,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650438;21.11.24 00:19:05;-15,399;-0,884;-3,350;1,824;1,240;989,078;33,792;79,290;1,805;79,800;1,650;2,326;211,500;2,829;-50,000;2571;257,1;;0,0;60;11,61;-0,63;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650439;21.11.24 00:20:05;-15,468;-0,838;-3,589;1,907;1,335;989,033;33,798;78,790;1,860;79,240;1,720;1,986;199,907;2,829;-50,000;2571;257,1;;0,0;60;11,62;-0,56;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650440;21.11.24 00:21:05;-15,960;-0,969;-3,922;1,733;1,387;988,979;33,780;78,535;1,945;78,930;1,810;1,018;127,035;2,826;-50,000;2571;257,1;;0,0;60;11,62;-0,36;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650441;21.11.24 00:22:05;-15,870;-1,366;-4,252;1,297;1,438;988,958;33,801;78,845;1,970;78,875;1,835;1,218;229,641;2,832;-50,000;2571;257,1;;0,0;60;11,61;-0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650442;21.11.24 00:23:05;-14,904;-1,364;-4,161;1,179;1,462;988,952;33,795;78,660;2,025;78,640;1,860;0,959;213,885;2,835;-50,000;2571;257,1;;0,0;60;11,61;-0,24;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650443;21.11.24 00:24:05;-14,256;-1,546;-4,158;0,951;1,503;988,973;33,789;78,340;2,090;78,480;1,920;1,857;179,539;2,832;-50,000;2571;257,1;;0,0;60;11,62;-0,32;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650444;21.11.24 00:25:05;-13,845;-1,404;-4,132;1,057;1,543;989,000;33,792;77,990;2,130;78,215;1,920;1,505;203,349;2,832;-50,000;2571;257,1;;0,0;60;11,61;-0,24;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650445;21.11.24 00:26:05;-13,327;-1,532;-4,395;0,895;1,577;989,024;33,786;78,095;2,170;78,175;1,970;1,486;204,491;2,829;-50,000;2571;257,1;;0,0;60;11,61;-0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650446;21.11.24 00:27:05;-12,835;-1,504;-4,333;0,856;1,622;989,051;33,783;77,995;2,220;78,055;1,995;1,747;221,867;2,832;-50,000;2571;257,1;;0,0;60;11,61;-0,36;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650447;21.11.24 00:28:05;-12,408;-1,417;-4,400;0,865;1,650;989,060;33,783;78,100;2,240;77,985;2,000;1,181;209,379;2,826;-50,000;2571;257,1;;0,0;60;11,61;-0,04;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650448;21.11.24 00:29:05;-12,186;-1,541;-4,419;0,681;1,670;989,054;33,798;78,035;2,250;78,025;2,025;1,764;207,574;2,829;-50,000;2571;257,1;;0,0;60;11,61;-0,40;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650449;21.11.24 00:30:05;-12,298;-1,490;-4,198;0,741;1,715;989,039;33,789;77,455;2,285;77,705;2,040;1,707;183,735;2,832;-50,000;2571;257,1;;0,0;60;11,61;-0,08;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650450;21.11.24 00:31:05;-12,755;-1,517;-4,402;0,709;1,750;989,033;33,789;77,305;2,320;77,595;2,050;1,882;211,725;2,832;-50,000;2571;257,1;;0,0;60;11,61;-0,36;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650451;21.11.24 00:32:05;-13,562;-1,598;-4,434;0,674;1,785;989,030;33,783;77,210;2,335;77,525;2,070;2,202;182,818;2,811;-50,000;2571;257,1;;0,0;60;11,61;-0,28;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650452;21.11.24 00:33:05;-14,161;-1,855;-4,512;0,615;1,825;989,024;33,792;77,170;2,355;77,480;2,085;1,784;194,867;2,829;-50,000;2571;257,1;;0,0;60;11,62;0,00;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650453;21.11.24 00:34:05;-15,940;-1,935;-4,775;0,526;1,845;989,030;33,786;77,145;2,365;77,460;2,110;2,048;193,208;2,820;-50,000;2571;257,1;;0,0;60;11,61;-0,08;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650454;21.11.24 00:35:05;-17,803;-1,935;-4,935;0,497;1,865;989,024;33,792;77,320;2,415;77,620;2,130;1,080;191,796;2,814;-50,000;2571;257,1;;0,0;60;11,61;0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650455;21.11.24 00:36:05;-19,750;-1,935;-5,050;0,364;1,875;988,994;33,780;77,505;2,400;77,705;2,145;2,318;200,689;2,829;-50,000;2571;257,1;;0,0;60;11,61;-0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650456;21.11.24 00:37:05;-21,325;-1,935;-5,029;0,445;1,902;988,979;33,780;77,230;2,405;77,555;2,140;2,249;217,339;2,829;-50,000;2571;257,1;;0,0;60;11,61;0,04;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650457;21.11.24 00:38:05;-21,071;-1,935;-5,326;0,456;1,907;988,970;33,780;77,330;2,415;77,655;2,145;1,470;196,583;2,826;-50,000;2571;257,1;;0,0;60;11,61;0,28;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650458;21.11.24 00:39:05;-20,122;-1,935;-5,345;0,265;1,912;988,952;33,780;77,775;2,445;77,950;2,175;1,573;215,972;2,820;-50,000;2571;257,1;;0,0;60;11,61;0,28;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650459;21.11.24 00:40:05;-20,034;-1,935;-5,159;0,285;1,918;988,946;33,774;77,570;2,475;77,985;2,165;1,431;151,380;2,814;-50,000;2571;257,1;;0,0;60;11,61;-0,08;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650460;21.11.24 00:41:05;-20,694;-1,935;-5,187;0,250;1,910;988,934;33,777;77,640;2,445;78,070;2,165;1,893;208,226;2,808;-50,000;2571;257,1;;0,0;60;11,61;0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650461;21.11.24 00:42:05;-21,219;-1,935;-5,246;0,228;1,912;988,934;33,783;77,665;2,470;78,060;2,155;2,104;209,121;2,826;-50,000;2571;257,1;;0,0;60;11,61;0,08;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650462;21.11.24 00:43:05;-21,961;-1,935;-5,082;0,241;1,918;988,937;33,765;77,735;2,490;78,130;2,140;2,269;208,558;2,829;-50,000;2571;257,1;;0,0;60;11,61;-0,04;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650463;21.11.24 00:44:05;-22,994;-1,935;-5,012;0,349;1,930;988,946;33,774;77,525;2,500;78,100;2,165;2,368;208,271;2,835;-50,000;2571;257,1;;0,0;60;11,61;0,16;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650464;21.11.24 00:45:05;-24,087;-1,935;-5,084;0,376;1,947;988,949;33,783;77,665;2,475;78,250;2,170;2,018;200,964;2,820;-50,000;2571;257,1;;0,0;60;11,61;0,08;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650465;21.11.24 00:46:05;-24,729;-1,935;-5,211;0,305;1,942;988,928;33,780;77,825;2,475;78,465;2,170;1,459;211,461;2,820;-50,000;2571;257,1;;0,0;60;11,61;0,28;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650466;21.11.24 00:47:05;-24,315;-1,935;-5,566;0,201;1,942;988,907;33,771;78,130;2,475;78,620;2,160;1,309;218,520;2,823;-50,000;2571;257,1;;0,0;60;11,60;0,44;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650467;21.11.24 00:48:05;-22,540;-1,935;-5,485;0,119;1,913;988,901;33,777;78,510;2,480;78,720;2,155;1,785;203,749;2,829;-50,000;2571;257,1;;0,0;60;11,61;0,40;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650468;21.11.24 00:49:05;-21,793;-1,935;-4,969;0,076;1,920;988,916;33,774;78,335;2,480;78,805;2,150;2,456;200,554;2,817;-50,000;2571;257,1;;0,0;60;11,61;0,56;;15;A27210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
